,RequestNumAppName,FeatureRequest-ErrorFixed,Defect,Class,Reason,Interpretations,Questions,StartIndex,EndIndex,AnnotatedText,IndexExtract
10,5476-Signal,"Request Number - 5476 | Request Title - Send using ""Enter"" Key on Hardware Keyboard | Request Description - Feature request: when using an external USB keyboard with my device on Signal, make it possible to send messages using either:  Enter Ctrl+Enter Shift+Enter If desired to send on plain Enter , Shift + Enter should enter a newline.",No Defect Found,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a
11,42-Mastodon,"Request Number - 42 | Request Title - Make view from timeline back | Request Description - I like this , because it makes me feel I am not alone on then earth. Every time I view the post from different from the timeline, I can feel they are all alive, not only me. Every time, every second, I can meet new friend, maybe he is in Japan, having dinner, or In French. Now the feature of viewing from timeline is not in mastondon-android. I like the hot trending, then I can know what people are talking now. But I feel lonely when use your app. I find out that it is because I cannot always read a new post, cannot always know who may be will be my friend, what he is doing ,worring. So I need this feature.",Ambiguity,Lexical,"The word ""now"" can have different meanings in this context, which creates multiple possible interpretations.",currently; consequently,"When you wrote ""Now the feature of viewing from timeline is not in mastondon-android"", did you mean ""the feature currently does not exist"", ""the feature no longer exists"", or something else?",365,368,Now,Now
12,42-Mastodon,"Request Number - 42 | Request Title - Make view from timeline back | Request Description - I like this , because it makes me feel I am not alone on then earth. Every time I view the post from different from the timeline, I can feel they are all alive, not only me. Every time, every second, I can meet new friend, maybe he is in Japan, having dinner, or In French. Now the feature of viewing from timeline is not in mastondon-android. I like the hot trending, then I can know what people are talking now. But I feel lonely when use your app. I find out that it is because I cannot always read a new post, cannot always know who may be will be my friend, what he is doing ,worring. So I need this feature.",Ambiguity,Lexical,"The preposition 'from' can have multiple meanings in this context, creating multiple possible interpretations.",indicating the source; indicating separation; indicating the place of the observer,"When you wrote ""view from timeline"", did you mean ""view as seen in a timeline"", ""view removed from a timeline"", ""view while located in the timeline"", or something else?",48,52,from,from
13,455-Signal,"Request Number - 455 | Request Title - Signature below SMS message | Request Description - Hi, in oder to advertise TextSecure to my friends I'd like to add a (short) signature. E.g.  I use TextSecure for private and secure communication!  do you find this worth implementing?",Ambiguity,Vagueness,"""Short"" is a vague term and cannot be measured.",100 characters;200 characters; 200 words,How many characters should be considered for the signature?,159,166,(short),(short)
14,1055-Signal,"Request Number - 1055 | Request Title - drafts should be marked and moved to top of list  | Request Description - the message drafts should be automatically moved to the top of the message-list and be marked somehow, i.e. get another color or a text ""Draft""",No Defect Found,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a
15,1133-Signal,"Request Number - 1133 | Request Title - Deletion of contact keys | Request Description - Hello moxie, could you please let us delete the contact keys? Several of my friends changed their number or uninstalled TextSecure, I'm not liking to scroll threw their contact keys whenever I check them. Let us long press them for deleting, add a warning and everything would be fine.",Ambiguity,Pragmatic,"The pronoun ""them"" can point to multiple concepts in earlier sentences which could result in multiple possible interpretations.",friends; contact keys,"When you wrote ""Let us long press them"", does 'them' refer to 'friends', 'contact keys', or something else?",312,316,them,them
16,1875-Signal,"Request Number - 1875 | Request Title - Import backup: Please tell me how old the backup is I am going to import | Request Description - I would like the 'import backup' screen, that asks me whether I want to continue (""... will completely replace your existing keys, preferences, and messages""), to tell me the date of the backup I am going to import. (I mistakenly thought TS would automatically, regularly, create encrypted backups (like it should be, IMHO) and imported a backup from February -- half a year of messages and photos gone. Didn't know about #1631 )",No Defect Found,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a
17,5529-Signal,"Request Number - 5529 | Request Title - Disable ""Screen security"" by default | Request Description - I have:   searched open and closed issues for duplicates  read https://github.com/WhisperSystems/Signal-Android/wiki/Submitting-useful-bug-reports  Feature description. It's quite common to see non-passphrase users wonder why screenshots in Signal don't work. It probably doesn't make sense to have Screen security enabled by default for them. For passphrase users it makes sense. One option would be to remove the feature completely from settings and make it an implicit feature which depends on the passphrase setting. In #1431 (comment) moxie0 wrote: [The Screen security feature i]s not designed to prevent screenshots, it's designed to notify the task manager that it shouldn't cache screenshots of conversations. The side effect is that it prevents screenshots.",No Defect Found,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a
18,152-Mastodon,"Request Number - 152 | Request Title - Display MD lists correctly | Request Description - I'm using the Mastodon app with my profile on mstdn.social which supports Markdown toots. Unfortunately, the Mastodon app isn't able to display MD lists correctly. Instead of putting each list item into a new line, it shrinks the complete list into a single line:  For comparison: Tusky is perfectly capable of at least inserting line breaks:",No Defect Found,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a
19,83-Signal ,Request Number - 83 | Request Title - Better identity key synchronization | Request Description - No description provided.,Ambiguity,Vagueness,"'Better' is a vague term that cannot be empirically measured, and may also be ambiguous as to what attribute(s) is being examined.",Faster; More secure; More Reliable; More user friendly,"When you say 'better' identity key synchronization, are you asking saying it should be faster, more secure, more reliable, more user friendly, or something else?; What metrics or goal should be met to qualify as 'better'?",38,44,Better,Better
20,83-Signal ,Request Number - 83 | Request Title - Better identity key synchronization | Request Description - No description provided.,Ambiguity,Syntactic,Words may have been omitted for brevity that would clarify whether the user was unhappy with the application's performance or the user experience when accessing that feature,the backend code performing the synchronization; the frontend user experience during synchronization,"When referring to 'identity key synchronization', are you referring to the app's execution of synchronization, the user experience when accessing this feature in the app, or something else?",45,73,identity key synchronization,identity key synchronization
21,6468-Signal,"Request Number - 6468 | Request Title - Iran Censored Signal Again! | Request Description - Hi AFAIK In This Issue #5992 Iran Censored Signal and It Seems Problem Solved Here #6006 As We Can See In This Link : elliptic1@ af0ff7d But I Installed v 4.1.0 From Google Play Recently And When Try To Enter My Phone Number and Receive Message The App Shows Me ""Signal Was Unable To Connect To The Server"". The Problem Solved When I Used L2PT VPN USA Country. This Mean Unfortunately Iran Censored Signal Again So Please Solve This Issue Again. Thanks In Advance",Ambiguity,Vagueness,'Recently' is a vague term that cannot be empirically measured. ,a few minutes ago; a few hours ago; a few days ago; a few weeks ago,"When you wrote 'recently', can you give a more specific time frame of when this issue took place? Such as a day and time?",270,278,Recently,Recently
22,1692-Signal,"Request Number - 1692 | Request Title - sms delivery report: show received time in message details | Request Description - when a sms delivery report is received, the time the other user received the message (afaik the done date ) should be saved and it should be possible to view it in message details. This way one could see when the other user received the message (not only that is was received). edit: if someone can give me a hint where to look/start in the code to implement this, I'd try to make a pull request (but I just glanced through the code and cannot find a starting point ... maybe it's simply too late already ;-))",Ambiguity,Lexical,"The word 'should' has multiple meanings, creating two interpretations based on which is used.",is likely to; is recommended to,"When you wrote ""should be saved"", did you mean ""is likely already saved"", ""is recommended to be saved"", or something else?",231,237,should,should
23,1692-Signal,"Request Number - 1692 | Request Title - sms delivery report: show received time in message details | Request Description - when a sms delivery report is received, the time the other user received the message (afaik the done date ) should be saved and it should be possible to view it in message details. This way one could see when the other user received the message (not only that is was received). edit: if someone can give me a hint where to look/start in the code to implement this, I'd try to make a pull request (but I just glanced through the code and cannot find a starting point ... maybe it's simply too late already ;-))",Ambiguity,Lexical,"""done date"" can have various meanings in the text. ",received date;read date; done date;,"What do you mean by ""done date""?",215,230,the done date ),the done date )
24,276-Signal,"Request Number - 276 | Request Title - Saving Attachments - where do they go? | Request Description - This is hopefully a daft question, but I can't find the answer anywhere. I've received a nice picture via MMS into TextSecure 0.9.9.7. It looks okay in the message thread, and clicking it gives me the warning about needing to decrypt it, but then it loads perfectly into my image viewer. If I tap+hold the image, I'm then warned about needing to decrypt it to put it on the external SD card, it then takes maybe half a second while it says ""Saving attachment..."", and then ""Success"" flashes up. Despite all of this, I can't find the attachment anywhere on my phone :-( (I've used ES File Explorer to search for various filenames, but to no avail). I had a look in the source code; it looks like it's saving to Environment.getExternalStorageDirectory(), but none of the obvious locations seem to have the picture in them. Any idea where attachments end up? (If it matters, I'm using a Samsung Galaxy S2 GT-I9100 running Jellybean 4.1.2).",Ambiguity,Pragmatic,The pronoun 'it' doesn't point to anything in the sentence and creates ambiguity in assuming what the author intended.,the app; the phone firmware,"When you write ""it says Saving attachment"", is 'it' referring to the application, the device's operating system, or something else?",534,536,it,it
25,276-Signal,"Request Number - 276 | Request Title - Saving Attachments - where do they go? | Request Description - This is hopefully a daft question, but I can't find the answer anywhere. I've received a nice picture via MMS into TextSecure 0.9.9.7. It looks okay in the message thread, and clicking it gives me the warning about needing to decrypt it, but then it loads perfectly into my image viewer. If I tap+hold the image, I'm then warned about needing to decrypt it to put it on the external SD card, it then takes maybe half a second while it says ""Saving attachment..."", and then ""Success"" flashes up. Despite all of this, I can't find the attachment anywhere on my phone :-( (I've used ES File Explorer to search for various filenames, but to no avail). I had a look in the source code; it looks like it's saving to Environment.getExternalStorageDirectory(), but none of the obvious locations seem to have the picture in them. Any idea where attachments end up? (If it matters, I'm using a Samsung Galaxy S2 GT-I9100 running Jellybean 4.1.2).",Ambiguity,Syntactic,"A word qualifying the origin of the source code was omitted for brevity, creating multiple possible meanings.",the application's source code; the operating system's source code,"When you say you ""looked at the source code"", do you mean the application's source code, the phone's operating system source code, or something else?",766,782,the source code;,the source code;
26,276-Signal,"Request Number - 276 | Request Title - Saving Attachments - where do they go? | Request Description - This is hopefully a daft question, but I can't find the answer anywhere. I've received a nice picture via MMS into TextSecure 0.9.9.7. It looks okay in the message thread, and clicking it gives me the warning about needing to decrypt it, but then it loads perfectly into my image viewer. If I tap+hold the image, I'm then warned about needing to decrypt it to put it on the external SD card, it then takes maybe half a second while it says ""Saving attachment..."", and then ""Success"" flashes up. Despite all of this, I can't find the attachment anywhere on my phone :-( (I've used ES File Explorer to search for various filenames, but to no avail). I had a look in the source code; it looks like it's saving to Environment.getExternalStorageDirectory(), but none of the obvious locations seem to have the picture in them. Any idea where attachments end up? (If it matters, I'm using a Samsung Galaxy S2 GT-I9100 running Jellybean 4.1.2).",Ambiguity,Pragmatic,"""it"" refers to various nouns from the previous sentences. ",TextSecure app; image,"What are you referring to when you use ""it"" in the following sentence ""it then takes maybe ...""?",494,496,it,it
27,5555-Signal,Request Number - 5555 | Request Title - Partial message copying feature request | Request Description - Copying partial text from a message would be nice. I.e. when receiving long validation tokens/one-time passwords to be entered in some web form. See #2845,No Defect Found,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a
28,5874-Signal,"Request Number - 5874 | Request Title - Allow saving multiple images in a conversation | Request Description - I have:   searched open and closed issues for duplicates  read https://github.com/WhisperSystems/Signal-Android/wiki/Submitting-useful-bug-reports  Feature Request. There was #5088 asking for multi-selecting images in ""All images"" and then saving them. It was closed without actually having multi-select & save implemented. I am asking for multi-select images in a conversation and then save them. Steps to reproduce.  go to a conversation long press a picture message tap a second/third/... picture message Actual result: No save button is shown. Expected result: A save button should be shown and allow to save the selected images.",No Defect Found,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a
29,604-Signal,"Request Number - 604 | Request Title - Number registration (for push messaging) doesn't work with Google Voice | Request Description - The new push based TextSecure doesn't seem to like using Google Voice numbers (which are then forwarded to my phone's real number via SMS).  Although there are of course privacy downsides associated with letting Google see all of your incoming/outgoing SMS data, there are also serious privacy harms associated with letting people know your actual phone number, rather than a number that will just forward texts to you* The first step of the TextSecure number registration process (""Connecting"") works fine. An incoming text message with the verification code is received by the default Android SMS app, but TextSecure doesn't catch it. Thankfully, after 2 minutes of waiting, I am given the opportunity verify by voice, which does work.",Ambiguity,Lexical,"The word 'push' can be a technical term with a different meaning than its literal definition, creating multiple possible interpretations.",technical term for server-based notification; persuade; force,"When you discuss 'push messaging', is 'push' being used as a technical term or the literal word push?",64,68,push,push
30,604-Signal,"Request Number - 604 | Request Title - Number registration (for push messaging) doesn't work with Google Voice | Request Description - The new push based TextSecure doesn't seem to like using Google Voice numbers (which are then forwarded to my phone's real number via SMS).  Although there are of course privacy downsides associated with letting Google see all of your incoming/outgoing SMS data, there are also serious privacy harms associated with letting people know your actual phone number, rather than a number that will just forward texts to you* The first step of the TextSecure number registration process (""Connecting"") works fine. An incoming text message with the verification code is received by the default Android SMS app, but TextSecure doesn't catch it. Thankfully, after 2 minutes of waiting, I am given the opportunity verify by voice, which does work.",Ambiguity,Lexical,"The word 'push' can be a technical term with a different meaning than its literal definition, creating multiple possible interpretations.",technical term for server-based notification; persuade; force,"When discussing 'the new push based TextSecure', is 'push' being used as a technical term, to persuade, to force, or something else?",143,147,push,push
31,604-Signal,"Request Number - 604 | Request Title - Number registration (for push messaging) doesn't work with Google Voice | Request Description - The new push based TextSecure doesn't seem to like using Google Voice numbers (which are then forwarded to my phone's real number via SMS).  Although there are of course privacy downsides associated with letting Google see all of your incoming/outgoing SMS data, there are also serious privacy harms associated with letting people know your actual phone number, rather than a number that will just forward texts to you* The first step of the TextSecure number registration process (""Connecting"") works fine. An incoming text message with the verification code is received by the default Android SMS app, but TextSecure doesn't catch it. Thankfully, after 2 minutes of waiting, I am given the opportunity verify by voice, which does work.",Ambiguity,Lexical,"The word 'like' is being used as slang or anthropomorphizing the app in place of the actual behavior, creating multiple possibly interpretations to the meaning.",permit; be capable of; be reliable at,"When you say ""TextSecure doesn't seem to like using Google Voice numbers"", do you mean ""TextSecure doesn't seem capable of using Google Voice numbers"", ""TextSecure doesn't seem reliable at using Google Voice numbers"", ""TextSecure doesn't seem to permit using Google Voice numbers"", or something else?",181,185,like,like
32,604-Signal,"Request Number - 604 | Request Title - Number registration (for push messaging) doesn't work with Google Voice | Request Description - The new push based TextSecure doesn't seem to like using Google Voice numbers (which are then forwarded to my phone's real number via SMS).  Although there are of course privacy downsides associated with letting Google see all of your incoming/outgoing SMS data, there are also serious privacy harms associated with letting people know your actual phone number, rather than a number that will just forward texts to you* The first step of the TextSecure number registration process (""Connecting"") works fine. An incoming text message with the verification code is received by the default Android SMS app, but TextSecure doesn't catch it. Thankfully, after 2 minutes of waiting, I am given the opportunity verify by voice, which does work.",Ambiguity,Lexical,"The word 'catch' has multiple definitions that fit this sentence, which creates multiple possible interpretations.",observe; intercept,"When you wrote ""TextSecure doesn't catch it"", do you mean ""TextSecure doesn't observe it"", ""TextSecure doesn't intercept it"", or something else?",762,767,catch,catch
33,604-Signal,"Request Number - 604 | Request Title - Number registration (for push messaging) doesn't work with Google Voice | Request Description - The new push based TextSecure doesn't seem to like using Google Voice numbers (which are then forwarded to my phone's real number via SMS).  Although there are of course privacy downsides associated with letting Google see all of your incoming/outgoing SMS data, there are also serious privacy harms associated with letting people know your actual phone number, rather than a number that will just forward texts to you* The first step of the TextSecure number registration process (""Connecting"") works fine. An incoming text message with the verification code is received by the default Android SMS app, but TextSecure doesn't catch it. Thankfully, after 2 minutes of waiting, I am given the opportunity verify by voice, which does work.",Ambiguity,Semantic,"The pronoun 'it' can refer to two different targets in the sentence, changing the nature of the problem based on the interpretation.",text message; verification code,"When you wrote ""TextSecure doesn't catch it"", do you mean ""TextSecure doesn't catch the message"", ""TextSecure doesn't catch the verification code"", or something else?",768,771,it.,it.
34,801-Signal,"Request Number - 801 | Request Title - Feature request: Mute Group (or any user) | Request Description - Sometimes friends in a group are discussing something I'm not interested in and my phone would go nuts vibrating and ringing all the time. A ""Mute for X minutes/hours"" feature would be awesome.",Ambiguity,Semantic,"The word ""any"" can have a specific or non-specific meaning, affecting the scope implied by the term and creating multiple possible meanings.",a selected; all applicable,"When you wrote ""any user"", do you mean ""a selected user"", ""all applicable users"", or something else?",71,74,any,any
35,801-Signal,"Request Number - 801 | Request Title - Feature request: Mute Group (or any user) | Request Description - Sometimes friends in a group are discussing something I'm not interested in and my phone would go nuts vibrating and ringing all the time. A ""Mute for X minutes/hours"" feature would be awesome.",Ambiguity,Lexical,"The term 'friends' can be a technical term that categorizes other users or could be used as its literal definition, which creates multiple possible interpretations.",a technical term for other users on a contact list; associates,"When you mention 'friends', do you mean 'users on a friends list', personal associates, or something else?",115,122,friends,friends
36,6069-Signal,"Request Number - 6069 | Request Title - Unread notification badges do not work on Huawei EMUI | Request Description - I have:   searched open and closed issues for duplicates  read https://github.com/WhisperSystems/Signal-Android/wiki/Submitting-useful-bug-reports  Bug description. I've installed Signal on a Honor 8 (made by Huawei) with EMUI 4.1 (Android 6.0). I've noticed that Signal receives notifications on new messages and they are also listed in the notification area, but the unread notifications badge on the app icon on the home screen is not shown. In Signal support articles there is mentioned, that badge icons are supported for some launchers, see https://support.whispersystems.org/hc/en-us/articles/215766077-How-can-I-see-my-unread-badge-count-What-launcher-should-I-use- So far I could not find out if this is a Signal or EMUI problem, but Threema and Conversations show the notification badges. Device info. Device: Honor 8 Android version: 6.0 Signal version: 3.26.2",Ambiguity,Semantic,"The pronoun ""they"" can point to two possible targets in the sentence, creating multiple possible interpretations.",notifications; messages,"When you wrote ""they are also listed in the notification area"", does 'they' refer to 'notifications', 'messages', or something else?",432,436,they,they
37,6069-Signal,"Request Number - 6069 | Request Title - Unread notification badges do not work on Huawei EMUI | Request Description - I have:   searched open and closed issues for duplicates  read https://github.com/WhisperSystems/Signal-Android/wiki/Submitting-useful-bug-reports  Bug description. I've installed Signal on a Honor 8 (made by Huawei) with EMUI 4.1 (Android 6.0). I've noticed that Signal receives notifications on new messages and they are also listed in the notification area, but the unread notifications badge on the app icon on the home screen is not shown. In Signal support articles there is mentioned, that badge icons are supported for some launchers, see https://support.whispersystems.org/hc/en-us/articles/215766077-How-can-I-see-my-unread-badge-count-What-launcher-should-I-use- So far I could not find out if this is a Signal or EMUI problem, but Threema and Conversations show the notification badges. Device info. Device: Honor 8 Android version: 6.0 Signal version: 3.26.2",Ambiguity,Pragmatic,"The word 'on' may have been used in place of 'about', creating both a literal and a potential corrected interpretation of the text.",about new messages; displayed when viewing new messages,"When you wrote ""notifications on new messages"", did you mean ""notifications about new messages"", ""notifications when viewing a new message"", or something else?",412,427,on new messages,on new messages
38,6069-Signal,"Request Number - 6069 | Request Title - Unread notification badges do not work on Huawei EMUI | Request Description - I have:   searched open and closed issues for duplicates  read https://github.com/WhisperSystems/Signal-Android/wiki/Submitting-useful-bug-reports  Bug description. I've installed Signal on a Honor 8 (made by Huawei) with EMUI 4.1 (Android 6.0). I've noticed that Signal receives notifications on new messages and they are also listed in the notification area, but the unread notifications badge on the app icon on the home screen is not shown. In Signal support articles there is mentioned, that badge icons are supported for some launchers, see https://support.whispersystems.org/hc/en-us/articles/215766077-How-can-I-see-my-unread-badge-count-What-launcher-should-I-use- So far I could not find out if this is a Signal or EMUI problem, but Threema and Conversations show the notification badges. Device info. Device: Honor 8 Android version: 6.0 Signal version: 3.26.2",Ambiguity,Lexical,"The word 'Conversations' can be the name of another app, or potentially refer to a message view within a different app",an app; a view within an app,"When you mention 'Conversations', is this referring to the name of another App, a view of messages within an app, or something else?",873,886,Conversations,Conversations
39,2943-Signal,Request Number - 2943 | Request Title - Where are the old text-only smileys? | Request Description - Why did you remove the old text based smileys? I don't like all this emoji crap and preferred the other ones.,Ambiguity,Lexical,"The term 'smiley' is a technical term referring to a single category of emoticon, but might be used as a broad term for all emoticons, creating two possible interpretations.",smileys; emoticons,"When you wrote 'smileys' did you mean 'just smileys', 'all emoticons', or something else?",68,76,smileys?,smileys?
40,2943-Signal,Request Number - 2943 | Request Title - Where are the old text-only smileys? | Request Description - Why did you remove the old text based smileys? I don't like all this emoji crap and preferred the other ones.,Ambiguity,Lexical,"The term 'smiley' is a technical term referring to a single category of emoticon, but might be used as a broad term for all emoticons, creating two possible interpretations.",smileys; emoticons,"When you wrote 'smileys' did you mean 'just smileys', 'all emoticons', or something else?",139,147,smileys?,smileys?
41,299-Signal,"Request Number - 299 | Request Title - Implement ""Quick Responses"" | Request Description - Android has an useful option for rejecting call with SMS. When you receive a call, you can reject it with pre-prepared or custom SMS. However, this SMS is not sent through TextSecure but through default Android application for sending SMS's. Can this be changed?",No Defect Found,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a
42,7345-Signal,"Request Number - 7345 | Request Title - Better Media Saving Behavior | Request Description - I have:   searched open and closed issues for duplicates  read https://github.com/WhisperSystems/Signal-Android/wiki/Submitting-useful-bug-reports  Bug description. One of the features that was missing for a long time but thankfully has been recently implemented was the ability to swipe through the images without having to keep going back to the index and always having it start at the top. Kudos and thanks for that. However, another element exists that can be greatly improved and probably just got missed; and hopefully can be added. Currently each picture (""media"") provides you the save button on the top. However, it never detects that the item has already been saved and you have to just remember it or go check your on device gallery to see if it is already there. Instead, it simply keeps making duplicates of the item and just incrementing it. It would't be too difficult to do a simple if/exists > show view/share icon else/doesn't > show save icon (as it is now). This will spare the need to save multiple duplicates and incrementing it when you can simply provide a visual check that it has already been saved. It is simply better UX and cleaner that way. Steps to reproduce.  save an item save it again you have a duplicate with a -1 at the end save it again you now have 3 with a -1 and -2 of the same item repeat and goes on as long as you keep saving Expected result: Detect that the item has already been saved and either provide a view icon or share icon to visually indicate it has been saved already, otherwise show the save button. A simple file system check for the item will facilitate this. Thanks in advance.",Ambiguity,Syntactic,"The placement of ""without"" with ""and"" can cause two different grouping options which implies syntactic ambiguity. ","Swipe through the images without having to keep going back to the index and without having it start at the top; Swipe through the images without having to keep going back to the index, but having it start at the top.",Can you explain in more detail how to swipe between different images?,400,485,without having to keep going back to the index and always having it start at the top.,without having to keep going back to the index and always having it start at the top.
43,6077-Signal,"Request Number - 6077 | Request Title - Update libphonenumber to >=8.2.0 (Cannot send SMS to my mobile provider) | Request Description - I have:   searched open and closed issues for duplicates  read https://github.com/WhisperSystems/Signal-Android/wiki/Submitting-useful-bug-reports  Bug description. My friend made me aware of this as I'm never checking my account status via SMS, but it doesn't work for me neither. To check our account status, we have to send an SMS message to 13977, but Signal fails to deliver it. I tried sending it through the native Oneplus SMS app and it goes through just fine, with an immediate response. I can send an SMS to other people, though, so it has something to do with that number. (Signal adds +385 to it for Croatia, maybe that's it?) Steps to reproduce.  send an SMS to my provider through Signal Actual result: it doesn't go through, ""Failed to send"", ""Some issues need your attention."" Expected result: Message should go through and I should get a response. Device info. Device: OnePlus3T Android version: 7.0 Signal version: 3.27.1 Link to debug log. https://gist.github.com/anonymous/f656572561ea3a91d0f4bbdeb98e587b",Ambiguity,Semantic,"The pronoun 'it' could point to multiple noun phrases earlier in the sentence, creating multiple possible meanings.",account status; SMS message,"When you wrote ""Signal fails to deliver it"", does 'it' refer to ""an SMS message to 13977"", ""our account status"", or something else?",517,520,it.,it.
44,751-Signal,"Request Number - 751 | Request Title - Adapt theme to light conditions | Request Description - Under low light conditions the light design is too bright and puts a strain on the eyes. Thus, a nice thing to have would be an option to switch between light and dark theme automagically using the light sensor. Theme light theme ( ) dark theme ( ) depending on light condition (o)",No Defect Found,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a
