,App-RequestNumber,DefectClass,GroundTruth,Prompts
16,2943-Signal,{'Lexical': 2},Extracted syntactic ambiguity segment(s): No Defect Found,"Syntactic ambiguity: Syntactic ambiguity occurs when a given sequence of words can be given more than one grammatical structure, and each has a different meaning. In the terminology of compiler construction, syntactic ambiguity occurs when a sentence has more than one parse.
You are a software analyst specializing in ambiguity detection in GitHub feature requests.
Carefully read the given statement. Extract and list any text segments containing Syntactic ambiguity from the statement. Multiple segments may contain Syntactic ambiguity; include all of them in a single comma-separated list. Make sure to have all elements of the list in quotation marks. If no segments are found, return No Defect Found. Do not give any explanations, reasoning, or any extra text that is not from the given statement.
Demonstrations are provided for clarity. Each demonstration is separated by the trigger word # END. Inside each demonstration, the statement and extracted segments are separated using the trigger word ####.
Statement: Request Number - 587 | Request Title - Support an 'invite friends' feature. | Request Description - How about having a handy link (and easily found) to allow users to share your app?
####
Extracted syntactic ambiguity segment(s): ['share your app']
# END
Statement: Request Number - 6390 | Request Title - Notify sender if Signal message has been sent but not delivered to recipient after some time | Request Description - I have:   searched open and closed issues for duplicates  read https://github.com/WhisperSystems/Signal-Android/wiki/Submitting-useful-bug-reports  Bug description. Recipients who are registered for Signal may not be able to receive secure signal messages due to reasons such as:  temporary unavailability of internet access (e.g. prepay plans with hard data caps; otherwise intermittent data connectivity) permanent unavailability having uninstalled Signal without first unregistering Neither of these are apparent to the sender, and sending a Signal message results in the message sitting on the server for some undefined length of time. The sender does not get notified that while their message has been sent to the server, it has not been delivered to the recipient, leading to frustration once the fact is discovered ( #6377 , #2285 (comment) etc). The status is available in conversation UI in the form of one tick vs two ticks, but this requires the sender to explicitly check back in the conversation UI. It would improve the user experience if a signal message that was sent but not delivered after some timeout (minutes?) triggered a ""lack of delivery"" notification on the senders phone along the lines of ""Your secure message to YYY could not be delivered after N minutes. Would you like to resend via insecure SMS?"" This way it is up to the user to explicitly fall back to the less secure protocol. (This notification proposal is orthogonal to but complementary to the ability of Signal to better remember the per-contact preference of transport channel suggested in #2285 , #845 (comment) etc. It would also serve as an easier to implement and more secure alternative to automatically falling back to SMS as suggested in #678 , #2847 , #3074 , #4009 , #5001 )
####
Extracted syntactic ambiguity segment(s): No Defect Found
# END

Statement: Request Number - 2943 | Request Title - Where are the old text-only smileys? | Request Description - Why did you remove the old text based smileys? I don't like all this emoji crap and preferred the other ones.
####

Extracted syntactic ambiguity segment(s): "
17,83-Signal ,"{'Vagueness': 1, 'Syntactic': 1}",Extracted syntactic ambiguity segment(s): ['identity key synchronization'],"Syntactic ambiguity: Syntactic ambiguity occurs when a given sequence of words can be given more than one grammatical structure, and each has a different meaning. In the terminology of compiler construction, syntactic ambiguity occurs when a sentence has more than one parse.
You are a software analyst specializing in ambiguity detection in GitHub feature requests.
Carefully read the given statement. Extract and list any text segments containing Syntactic ambiguity from the statement. Multiple segments may contain Syntactic ambiguity; include all of them in a single comma-separated list. Make sure to have all elements of the list in quotation marks. If no segments are found, return No Defect Found. Do not give any explanations, reasoning, or any extra text that is not from the given statement.
Demonstrations are provided for clarity. Each demonstration is separated by the trigger word # END. Inside each demonstration, the statement and extracted segments are separated using the trigger word ####.
Statement: Request Number - 587 | Request Title - Support an 'invite friends' feature. | Request Description - How about having a handy link (and easily found) to allow users to share your app?
####
Extracted syntactic ambiguity segment(s): ['share your app']
# END
Statement: Request Number - 6390 | Request Title - Notify sender if Signal message has been sent but not delivered to recipient after some time | Request Description - I have:   searched open and closed issues for duplicates  read https://github.com/WhisperSystems/Signal-Android/wiki/Submitting-useful-bug-reports  Bug description. Recipients who are registered for Signal may not be able to receive secure signal messages due to reasons such as:  temporary unavailability of internet access (e.g. prepay plans with hard data caps; otherwise intermittent data connectivity) permanent unavailability having uninstalled Signal without first unregistering Neither of these are apparent to the sender, and sending a Signal message results in the message sitting on the server for some undefined length of time. The sender does not get notified that while their message has been sent to the server, it has not been delivered to the recipient, leading to frustration once the fact is discovered ( #6377 , #2285 (comment) etc). The status is available in conversation UI in the form of one tick vs two ticks, but this requires the sender to explicitly check back in the conversation UI. It would improve the user experience if a signal message that was sent but not delivered after some timeout (minutes?) triggered a ""lack of delivery"" notification on the senders phone along the lines of ""Your secure message to YYY could not be delivered after N minutes. Would you like to resend via insecure SMS?"" This way it is up to the user to explicitly fall back to the less secure protocol. (This notification proposal is orthogonal to but complementary to the ability of Signal to better remember the per-contact preference of transport channel suggested in #2285 , #845 (comment) etc. It would also serve as an easier to implement and more secure alternative to automatically falling back to SMS as suggested in #678 , #2847 , #3074 , #4009 , #5001 )
####
Extracted syntactic ambiguity segment(s): No Defect Found
# END

Statement: Request Number - 83 | Request Title - Better identity key synchronization | Request Description - No description provided.
####

Extracted syntactic ambiguity segment(s): "
18,455-Signal,{'Vagueness': 1},Extracted syntactic ambiguity segment(s): No Defect Found,"Syntactic ambiguity: Syntactic ambiguity occurs when a given sequence of words can be given more than one grammatical structure, and each has a different meaning. In the terminology of compiler construction, syntactic ambiguity occurs when a sentence has more than one parse.
You are a software analyst specializing in ambiguity detection in GitHub feature requests.
Carefully read the given statement. Extract and list any text segments containing Syntactic ambiguity from the statement. Multiple segments may contain Syntactic ambiguity; include all of them in a single comma-separated list. Make sure to have all elements of the list in quotation marks. If no segments are found, return No Defect Found. Do not give any explanations, reasoning, or any extra text that is not from the given statement.
Demonstrations are provided for clarity. Each demonstration is separated by the trigger word # END. Inside each demonstration, the statement and extracted segments are separated using the trigger word ####.
Statement: Request Number - 587 | Request Title - Support an 'invite friends' feature. | Request Description - How about having a handy link (and easily found) to allow users to share your app?
####
Extracted syntactic ambiguity segment(s): ['share your app']
# END
Statement: Request Number - 6390 | Request Title - Notify sender if Signal message has been sent but not delivered to recipient after some time | Request Description - I have:   searched open and closed issues for duplicates  read https://github.com/WhisperSystems/Signal-Android/wiki/Submitting-useful-bug-reports  Bug description. Recipients who are registered for Signal may not be able to receive secure signal messages due to reasons such as:  temporary unavailability of internet access (e.g. prepay plans with hard data caps; otherwise intermittent data connectivity) permanent unavailability having uninstalled Signal without first unregistering Neither of these are apparent to the sender, and sending a Signal message results in the message sitting on the server for some undefined length of time. The sender does not get notified that while their message has been sent to the server, it has not been delivered to the recipient, leading to frustration once the fact is discovered ( #6377 , #2285 (comment) etc). The status is available in conversation UI in the form of one tick vs two ticks, but this requires the sender to explicitly check back in the conversation UI. It would improve the user experience if a signal message that was sent but not delivered after some timeout (minutes?) triggered a ""lack of delivery"" notification on the senders phone along the lines of ""Your secure message to YYY could not be delivered after N minutes. Would you like to resend via insecure SMS?"" This way it is up to the user to explicitly fall back to the less secure protocol. (This notification proposal is orthogonal to but complementary to the ability of Signal to better remember the per-contact preference of transport channel suggested in #2285 , #845 (comment) etc. It would also serve as an easier to implement and more secure alternative to automatically falling back to SMS as suggested in #678 , #2847 , #3074 , #4009 , #5001 )
####
Extracted syntactic ambiguity segment(s): No Defect Found
# END

Statement: Request Number - 455 | Request Title - Signature below SMS message | Request Description - Hi, in oder to advertise TextSecure to my friends I'd like to add a (short) signature. E.g.  I use TextSecure for private and secure communication!  do you find this worth implementing?
####

Extracted syntactic ambiguity segment(s): "
19,5775-Signal,O,Extracted syntactic ambiguity segment(s): No Defect Found,"Syntactic ambiguity: Syntactic ambiguity occurs when a given sequence of words can be given more than one grammatical structure, and each has a different meaning. In the terminology of compiler construction, syntactic ambiguity occurs when a sentence has more than one parse.
You are a software analyst specializing in ambiguity detection in GitHub feature requests.
Carefully read the given statement. Extract and list any text segments containing Syntactic ambiguity from the statement. Multiple segments may contain Syntactic ambiguity; include all of them in a single comma-separated list. Make sure to have all elements of the list in quotation marks. If no segments are found, return No Defect Found. Do not give any explanations, reasoning, or any extra text that is not from the given statement.
Demonstrations are provided for clarity. Each demonstration is separated by the trigger word # END. Inside each demonstration, the statement and extracted segments are separated using the trigger word ####.
Statement: Request Number - 587 | Request Title - Support an 'invite friends' feature. | Request Description - How about having a handy link (and easily found) to allow users to share your app?
####
Extracted syntactic ambiguity segment(s): ['share your app']
# END
Statement: Request Number - 6390 | Request Title - Notify sender if Signal message has been sent but not delivered to recipient after some time | Request Description - I have:   searched open and closed issues for duplicates  read https://github.com/WhisperSystems/Signal-Android/wiki/Submitting-useful-bug-reports  Bug description. Recipients who are registered for Signal may not be able to receive secure signal messages due to reasons such as:  temporary unavailability of internet access (e.g. prepay plans with hard data caps; otherwise intermittent data connectivity) permanent unavailability having uninstalled Signal without first unregistering Neither of these are apparent to the sender, and sending a Signal message results in the message sitting on the server for some undefined length of time. The sender does not get notified that while their message has been sent to the server, it has not been delivered to the recipient, leading to frustration once the fact is discovered ( #6377 , #2285 (comment) etc). The status is available in conversation UI in the form of one tick vs two ticks, but this requires the sender to explicitly check back in the conversation UI. It would improve the user experience if a signal message that was sent but not delivered after some timeout (minutes?) triggered a ""lack of delivery"" notification on the senders phone along the lines of ""Your secure message to YYY could not be delivered after N minutes. Would you like to resend via insecure SMS?"" This way it is up to the user to explicitly fall back to the less secure protocol. (This notification proposal is orthogonal to but complementary to the ability of Signal to better remember the per-contact preference of transport channel suggested in #2285 , #845 (comment) etc. It would also serve as an easier to implement and more secure alternative to automatically falling back to SMS as suggested in #678 , #2847 , #3074 , #4009 , #5001 )
####
Extracted syntactic ambiguity segment(s): No Defect Found
# END

Statement: Request Number - 5775 | Request Title - Add longer-term disappearing timeouts | Request Description - I have looked at all open and closed issues containing ""disappearing"" here and in the libsignal-java repo. I hope the bug belongs to this repo, sorry if not! For my use case, the 30s/.../1 week periods for disappearing messages are not useful. I quite often want to have a look at messages written within the last month. I'd thus not use the feature at all, even though in principle I think it is a good idea. I'd suggest to add further periods up to at least one year or something. (As I'm thinking of it, maybe it should even be 13 months rather than 12, so you can re-read what you were discussing on your last year's birthday or last christmas or whatever, and it only disappears little after) (Signal 3.19.1 on Android 6.0.1 / CM 13)
####

Extracted syntactic ambiguity segment(s): "
20,592-Signal,{'Pragmatic': 3},Extracted syntactic ambiguity segment(s): No Defect Found,"Syntactic ambiguity: Syntactic ambiguity occurs when a given sequence of words can be given more than one grammatical structure, and each has a different meaning. In the terminology of compiler construction, syntactic ambiguity occurs when a sentence has more than one parse.
You are a software analyst specializing in ambiguity detection in GitHub feature requests.
Carefully read the given statement. Extract and list any text segments containing Syntactic ambiguity from the statement. Multiple segments may contain Syntactic ambiguity; include all of them in a single comma-separated list. Make sure to have all elements of the list in quotation marks. If no segments are found, return No Defect Found. Do not give any explanations, reasoning, or any extra text that is not from the given statement.
Demonstrations are provided for clarity. Each demonstration is separated by the trigger word # END. Inside each demonstration, the statement and extracted segments are separated using the trigger word ####.
Statement: Request Number - 587 | Request Title - Support an 'invite friends' feature. | Request Description - How about having a handy link (and easily found) to allow users to share your app?
####
Extracted syntactic ambiguity segment(s): ['share your app']
# END
Statement: Request Number - 6390 | Request Title - Notify sender if Signal message has been sent but not delivered to recipient after some time | Request Description - I have:   searched open and closed issues for duplicates  read https://github.com/WhisperSystems/Signal-Android/wiki/Submitting-useful-bug-reports  Bug description. Recipients who are registered for Signal may not be able to receive secure signal messages due to reasons such as:  temporary unavailability of internet access (e.g. prepay plans with hard data caps; otherwise intermittent data connectivity) permanent unavailability having uninstalled Signal without first unregistering Neither of these are apparent to the sender, and sending a Signal message results in the message sitting on the server for some undefined length of time. The sender does not get notified that while their message has been sent to the server, it has not been delivered to the recipient, leading to frustration once the fact is discovered ( #6377 , #2285 (comment) etc). The status is available in conversation UI in the form of one tick vs two ticks, but this requires the sender to explicitly check back in the conversation UI. It would improve the user experience if a signal message that was sent but not delivered after some timeout (minutes?) triggered a ""lack of delivery"" notification on the senders phone along the lines of ""Your secure message to YYY could not be delivered after N minutes. Would you like to resend via insecure SMS?"" This way it is up to the user to explicitly fall back to the less secure protocol. (This notification proposal is orthogonal to but complementary to the ability of Signal to better remember the per-contact preference of transport channel suggested in #2285 , #845 (comment) etc. It would also serve as an easier to implement and more secure alternative to automatically falling back to SMS as suggested in #678 , #2847 , #3074 , #4009 , #5001 )
####
Extracted syntactic ambiguity segment(s): No Defect Found
# END

Statement: Request Number - 592 | Request Title - Feature - Emoji | Request Description - I hate emoji, but this guy on this issue requested it and I figure I'll help him/you out by making a new issue/feature request.
####

Extracted syntactic ambiguity segment(s): "
21,4245-Signal,O,Extracted syntactic ambiguity segment(s): No Defect Found,"Syntactic ambiguity: Syntactic ambiguity occurs when a given sequence of words can be given more than one grammatical structure, and each has a different meaning. In the terminology of compiler construction, syntactic ambiguity occurs when a sentence has more than one parse.
You are a software analyst specializing in ambiguity detection in GitHub feature requests.
Carefully read the given statement. Extract and list any text segments containing Syntactic ambiguity from the statement. Multiple segments may contain Syntactic ambiguity; include all of them in a single comma-separated list. Make sure to have all elements of the list in quotation marks. If no segments are found, return No Defect Found. Do not give any explanations, reasoning, or any extra text that is not from the given statement.
Demonstrations are provided for clarity. Each demonstration is separated by the trigger word # END. Inside each demonstration, the statement and extracted segments are separated using the trigger word ####.
Statement: Request Number - 587 | Request Title - Support an 'invite friends' feature. | Request Description - How about having a handy link (and easily found) to allow users to share your app?
####
Extracted syntactic ambiguity segment(s): ['share your app']
# END
Statement: Request Number - 6390 | Request Title - Notify sender if Signal message has been sent but not delivered to recipient after some time | Request Description - I have:   searched open and closed issues for duplicates  read https://github.com/WhisperSystems/Signal-Android/wiki/Submitting-useful-bug-reports  Bug description. Recipients who are registered for Signal may not be able to receive secure signal messages due to reasons such as:  temporary unavailability of internet access (e.g. prepay plans with hard data caps; otherwise intermittent data connectivity) permanent unavailability having uninstalled Signal without first unregistering Neither of these are apparent to the sender, and sending a Signal message results in the message sitting on the server for some undefined length of time. The sender does not get notified that while their message has been sent to the server, it has not been delivered to the recipient, leading to frustration once the fact is discovered ( #6377 , #2285 (comment) etc). The status is available in conversation UI in the form of one tick vs two ticks, but this requires the sender to explicitly check back in the conversation UI. It would improve the user experience if a signal message that was sent but not delivered after some timeout (minutes?) triggered a ""lack of delivery"" notification on the senders phone along the lines of ""Your secure message to YYY could not be delivered after N minutes. Would you like to resend via insecure SMS?"" This way it is up to the user to explicitly fall back to the less secure protocol. (This notification proposal is orthogonal to but complementary to the ability of Signal to better remember the per-contact preference of transport channel suggested in #2285 , #845 (comment) etc. It would also serve as an easier to implement and more secure alternative to automatically falling back to SMS as suggested in #678 , #2847 , #3074 , #4009 , #5001 )
####
Extracted syntactic ambiguity segment(s): No Defect Found
# END

Statement: Request Number - 4245 | Request Title - Low quality contact photo during call | Request Description - Calling screen doesn't show the full resolution contact photo on Signal 3.0.3
####

Extracted syntactic ambiguity segment(s): "
22,77-Signal,"{'Vagueness': 3, 'Pragmatic': 1}",Extracted syntactic ambiguity segment(s): No Defect Found,"Syntactic ambiguity: Syntactic ambiguity occurs when a given sequence of words can be given more than one grammatical structure, and each has a different meaning. In the terminology of compiler construction, syntactic ambiguity occurs when a sentence has more than one parse.
You are a software analyst specializing in ambiguity detection in GitHub feature requests.
Carefully read the given statement. Extract and list any text segments containing Syntactic ambiguity from the statement. Multiple segments may contain Syntactic ambiguity; include all of them in a single comma-separated list. Make sure to have all elements of the list in quotation marks. If no segments are found, return No Defect Found. Do not give any explanations, reasoning, or any extra text that is not from the given statement.
Demonstrations are provided for clarity. Each demonstration is separated by the trigger word # END. Inside each demonstration, the statement and extracted segments are separated using the trigger word ####.
Statement: Request Number - 587 | Request Title - Support an 'invite friends' feature. | Request Description - How about having a handy link (and easily found) to allow users to share your app?
####
Extracted syntactic ambiguity segment(s): ['share your app']
# END
Statement: Request Number - 6390 | Request Title - Notify sender if Signal message has been sent but not delivered to recipient after some time | Request Description - I have:   searched open and closed issues for duplicates  read https://github.com/WhisperSystems/Signal-Android/wiki/Submitting-useful-bug-reports  Bug description. Recipients who are registered for Signal may not be able to receive secure signal messages due to reasons such as:  temporary unavailability of internet access (e.g. prepay plans with hard data caps; otherwise intermittent data connectivity) permanent unavailability having uninstalled Signal without first unregistering Neither of these are apparent to the sender, and sending a Signal message results in the message sitting on the server for some undefined length of time. The sender does not get notified that while their message has been sent to the server, it has not been delivered to the recipient, leading to frustration once the fact is discovered ( #6377 , #2285 (comment) etc). The status is available in conversation UI in the form of one tick vs two ticks, but this requires the sender to explicitly check back in the conversation UI. It would improve the user experience if a signal message that was sent but not delivered after some timeout (minutes?) triggered a ""lack of delivery"" notification on the senders phone along the lines of ""Your secure message to YYY could not be delivered after N minutes. Would you like to resend via insecure SMS?"" This way it is up to the user to explicitly fall back to the less secure protocol. (This notification proposal is orthogonal to but complementary to the ability of Signal to better remember the per-contact preference of transport channel suggested in #2285 , #845 (comment) etc. It would also serve as an easier to implement and more secure alternative to automatically falling back to SMS as suggested in #678 , #2847 , #3074 , #4009 , #5001 )
####
Extracted syntactic ambiguity segment(s): No Defect Found
# END

Statement: Request Number - 77 | Request Title - Display all recipients for group thread. | Request Description - After creating a bulk message, the recipients are not easily listed anywhere. The contacts are listed, but after the first few it gets cut. you can check the details of each message sent but that's slow. Please make an option included in a bulk sms message with easily displays the currently included recipients. So I know who any future messages will be sent in bulk too. adding/removing people would be overkill.. but having a nice list would be awesome.
####

Extracted syntactic ambiguity segment(s): "
23,2285-Signal,O,Extracted syntactic ambiguity segment(s): No Defect Found,"Syntactic ambiguity: Syntactic ambiguity occurs when a given sequence of words can be given more than one grammatical structure, and each has a different meaning. In the terminology of compiler construction, syntactic ambiguity occurs when a sentence has more than one parse.
You are a software analyst specializing in ambiguity detection in GitHub feature requests.
Carefully read the given statement. Extract and list any text segments containing Syntactic ambiguity from the statement. Multiple segments may contain Syntactic ambiguity; include all of them in a single comma-separated list. Make sure to have all elements of the list in quotation marks. If no segments are found, return No Defect Found. Do not give any explanations, reasoning, or any extra text that is not from the given statement.
Demonstrations are provided for clarity. Each demonstration is separated by the trigger word # END. Inside each demonstration, the statement and extracted segments are separated using the trigger word ####.
Statement: Request Number - 587 | Request Title - Support an 'invite friends' feature. | Request Description - How about having a handy link (and easily found) to allow users to share your app?
####
Extracted syntactic ambiguity segment(s): ['share your app']
# END
Statement: Request Number - 6390 | Request Title - Notify sender if Signal message has been sent but not delivered to recipient after some time | Request Description - I have:   searched open and closed issues for duplicates  read https://github.com/WhisperSystems/Signal-Android/wiki/Submitting-useful-bug-reports  Bug description. Recipients who are registered for Signal may not be able to receive secure signal messages due to reasons such as:  temporary unavailability of internet access (e.g. prepay plans with hard data caps; otherwise intermittent data connectivity) permanent unavailability having uninstalled Signal without first unregistering Neither of these are apparent to the sender, and sending a Signal message results in the message sitting on the server for some undefined length of time. The sender does not get notified that while their message has been sent to the server, it has not been delivered to the recipient, leading to frustration once the fact is discovered ( #6377 , #2285 (comment) etc). The status is available in conversation UI in the form of one tick vs two ticks, but this requires the sender to explicitly check back in the conversation UI. It would improve the user experience if a signal message that was sent but not delivered after some timeout (minutes?) triggered a ""lack of delivery"" notification on the senders phone along the lines of ""Your secure message to YYY could not be delivered after N minutes. Would you like to resend via insecure SMS?"" This way it is up to the user to explicitly fall back to the less secure protocol. (This notification proposal is orthogonal to but complementary to the ability of Signal to better remember the per-contact preference of transport channel suggested in #2285 , #845 (comment) etc. It would also serve as an easier to implement and more secure alternative to automatically falling back to SMS as suggested in #678 , #2847 , #3074 , #4009 , #5001 )
####
Extracted syntactic ambiguity segment(s): No Defect Found
# END

Statement: Request Number - 2285 | Request Title - Send button should stick to last method (Signal, insecure SMS) on a per-user basis | Request Description - What it says on the tin; taken from discussion at the bottom of #845 . As @samlanning mentioned and other users indicated, the send method must currently be selected with every message with a chat partner. ""Stickiness"" would be helpful, as long as the Send button reflected it visually (including for color-impaired users). Implementing this would also be a workaround to #845 itself.
####

Extracted syntactic ambiguity segment(s): "
24,828-Signal,O,Extracted syntactic ambiguity segment(s): No Defect Found,"Syntactic ambiguity: Syntactic ambiguity occurs when a given sequence of words can be given more than one grammatical structure, and each has a different meaning. In the terminology of compiler construction, syntactic ambiguity occurs when a sentence has more than one parse.
You are a software analyst specializing in ambiguity detection in GitHub feature requests.
Carefully read the given statement. Extract and list any text segments containing Syntactic ambiguity from the statement. Multiple segments may contain Syntactic ambiguity; include all of them in a single comma-separated list. Make sure to have all elements of the list in quotation marks. If no segments are found, return No Defect Found. Do not give any explanations, reasoning, or any extra text that is not from the given statement.
Demonstrations are provided for clarity. Each demonstration is separated by the trigger word # END. Inside each demonstration, the statement and extracted segments are separated using the trigger word ####.
Statement: Request Number - 587 | Request Title - Support an 'invite friends' feature. | Request Description - How about having a handy link (and easily found) to allow users to share your app?
####
Extracted syntactic ambiguity segment(s): ['share your app']
# END
Statement: Request Number - 6390 | Request Title - Notify sender if Signal message has been sent but not delivered to recipient after some time | Request Description - I have:   searched open and closed issues for duplicates  read https://github.com/WhisperSystems/Signal-Android/wiki/Submitting-useful-bug-reports  Bug description. Recipients who are registered for Signal may not be able to receive secure signal messages due to reasons such as:  temporary unavailability of internet access (e.g. prepay plans with hard data caps; otherwise intermittent data connectivity) permanent unavailability having uninstalled Signal without first unregistering Neither of these are apparent to the sender, and sending a Signal message results in the message sitting on the server for some undefined length of time. The sender does not get notified that while their message has been sent to the server, it has not been delivered to the recipient, leading to frustration once the fact is discovered ( #6377 , #2285 (comment) etc). The status is available in conversation UI in the form of one tick vs two ticks, but this requires the sender to explicitly check back in the conversation UI. It would improve the user experience if a signal message that was sent but not delivered after some timeout (minutes?) triggered a ""lack of delivery"" notification on the senders phone along the lines of ""Your secure message to YYY could not be delivered after N minutes. Would you like to resend via insecure SMS?"" This way it is up to the user to explicitly fall back to the less secure protocol. (This notification proposal is orthogonal to but complementary to the ability of Signal to better remember the per-contact preference of transport channel suggested in #2285 , #845 (comment) etc. It would also serve as an easier to implement and more secure alternative to automatically falling back to SMS as suggested in #678 , #2847 , #3074 , #4009 , #5001 )
####
Extracted syntactic ambiguity segment(s): No Defect Found
# END

Statement: Request Number - 828 | Request Title - Feature Request: Group Administration | Request Description - TextSecure groups lack the possibility to remove participants after they were added.
####

Extracted syntactic ambiguity segment(s): "
25,4230-Signal,O,Extracted syntactic ambiguity segment(s): No Defect Found,"Syntactic ambiguity: Syntactic ambiguity occurs when a given sequence of words can be given more than one grammatical structure, and each has a different meaning. In the terminology of compiler construction, syntactic ambiguity occurs when a sentence has more than one parse.
You are a software analyst specializing in ambiguity detection in GitHub feature requests.
Carefully read the given statement. Extract and list any text segments containing Syntactic ambiguity from the statement. Multiple segments may contain Syntactic ambiguity; include all of them in a single comma-separated list. Make sure to have all elements of the list in quotation marks. If no segments are found, return No Defect Found. Do not give any explanations, reasoning, or any extra text that is not from the given statement.
Demonstrations are provided for clarity. Each demonstration is separated by the trigger word # END. Inside each demonstration, the statement and extracted segments are separated using the trigger word ####.
Statement: Request Number - 587 | Request Title - Support an 'invite friends' feature. | Request Description - How about having a handy link (and easily found) to allow users to share your app?
####
Extracted syntactic ambiguity segment(s): ['share your app']
# END
Statement: Request Number - 6390 | Request Title - Notify sender if Signal message has been sent but not delivered to recipient after some time | Request Description - I have:   searched open and closed issues for duplicates  read https://github.com/WhisperSystems/Signal-Android/wiki/Submitting-useful-bug-reports  Bug description. Recipients who are registered for Signal may not be able to receive secure signal messages due to reasons such as:  temporary unavailability of internet access (e.g. prepay plans with hard data caps; otherwise intermittent data connectivity) permanent unavailability having uninstalled Signal without first unregistering Neither of these are apparent to the sender, and sending a Signal message results in the message sitting on the server for some undefined length of time. The sender does not get notified that while their message has been sent to the server, it has not been delivered to the recipient, leading to frustration once the fact is discovered ( #6377 , #2285 (comment) etc). The status is available in conversation UI in the form of one tick vs two ticks, but this requires the sender to explicitly check back in the conversation UI. It would improve the user experience if a signal message that was sent but not delivered after some timeout (minutes?) triggered a ""lack of delivery"" notification on the senders phone along the lines of ""Your secure message to YYY could not be delivered after N minutes. Would you like to resend via insecure SMS?"" This way it is up to the user to explicitly fall back to the less secure protocol. (This notification proposal is orthogonal to but complementary to the ability of Signal to better remember the per-contact preference of transport channel suggested in #2285 , #845 (comment) etc. It would also serve as an easier to implement and more secure alternative to automatically falling back to SMS as suggested in #678 , #2847 , #3074 , #4009 , #5001 )
####
Extracted syntactic ambiguity segment(s): No Defect Found
# END

Statement: Request Number - 4230 | Request Title - Auto-split oversized texts | Request Description - Feature Request: Auto-split oversized texts over multiple messages. At the moment they will be truncated. (Telegram messenger auto-splits oversized texts into multiple messages.)
####

Extracted syntactic ambiguity segment(s): "
26,6457-Signal,O,Extracted syntactic ambiguity segment(s): No Defect Found,"Syntactic ambiguity: Syntactic ambiguity occurs when a given sequence of words can be given more than one grammatical structure, and each has a different meaning. In the terminology of compiler construction, syntactic ambiguity occurs when a sentence has more than one parse.
You are a software analyst specializing in ambiguity detection in GitHub feature requests.
Carefully read the given statement. Extract and list any text segments containing Syntactic ambiguity from the statement. Multiple segments may contain Syntactic ambiguity; include all of them in a single comma-separated list. Make sure to have all elements of the list in quotation marks. If no segments are found, return No Defect Found. Do not give any explanations, reasoning, or any extra text that is not from the given statement.
Demonstrations are provided for clarity. Each demonstration is separated by the trigger word # END. Inside each demonstration, the statement and extracted segments are separated using the trigger word ####.
Statement: Request Number - 587 | Request Title - Support an 'invite friends' feature. | Request Description - How about having a handy link (and easily found) to allow users to share your app?
####
Extracted syntactic ambiguity segment(s): ['share your app']
# END
Statement: Request Number - 6390 | Request Title - Notify sender if Signal message has been sent but not delivered to recipient after some time | Request Description - I have:   searched open and closed issues for duplicates  read https://github.com/WhisperSystems/Signal-Android/wiki/Submitting-useful-bug-reports  Bug description. Recipients who are registered for Signal may not be able to receive secure signal messages due to reasons such as:  temporary unavailability of internet access (e.g. prepay plans with hard data caps; otherwise intermittent data connectivity) permanent unavailability having uninstalled Signal without first unregistering Neither of these are apparent to the sender, and sending a Signal message results in the message sitting on the server for some undefined length of time. The sender does not get notified that while their message has been sent to the server, it has not been delivered to the recipient, leading to frustration once the fact is discovered ( #6377 , #2285 (comment) etc). The status is available in conversation UI in the form of one tick vs two ticks, but this requires the sender to explicitly check back in the conversation UI. It would improve the user experience if a signal message that was sent but not delivered after some timeout (minutes?) triggered a ""lack of delivery"" notification on the senders phone along the lines of ""Your secure message to YYY could not be delivered after N minutes. Would you like to resend via insecure SMS?"" This way it is up to the user to explicitly fall back to the less secure protocol. (This notification proposal is orthogonal to but complementary to the ability of Signal to better remember the per-contact preference of transport channel suggested in #2285 , #845 (comment) etc. It would also serve as an easier to implement and more secure alternative to automatically falling back to SMS as suggested in #678 , #2847 , #3074 , #4009 , #5001 )
####
Extracted syntactic ambiguity segment(s): No Defect Found
# END

Statement: Request Number - 6457 | Request Title - Use single button to open attachment window. | Request Description - I have:   searched open and closed issues for duplicates  read https://github.com/WhisperSystems/Signal-Android/wiki/Submitting-useful-bug-reports  Bug description. In the conversation window, there are 3 ways to open/close the attachment window. Steps to reproduce. The paperclip will open and close the attachment window. The green down arrow (that is visible in the attachment window) will close the attachment window. The ellipses in the upper right of the conversation window have an option to open the attachment window. Actual result: As described above. Expected result: From a usability and attractiveness perspective, there should be only a single way to open and close the attachment window. Screenshots. See the thread on Discourse Hosting for screenshots and discussion of alternatives. Device info. Device: Moto X Pure Edition Android version: 6.0.0 Signal version: 4.1.0
####

Extracted syntactic ambiguity segment(s): "
