,RequestNumAppName,FeatureRequest,TextAnnotation-GT,Questions,Questions-List,PromptForGeneration
10,1761-Signal,Request Number - 1761 | Request Title - Automatic SMS forwarding | Request Description - It would be awesome to be able to automatically forward all incoming SMS from a certain contact to another contact.,SMS,Do you want this feature for the Signal messages or the messages transferred through your SIM card carrier? ,['Do you want this feature for the Signal messages or the messages transferred through your SIM card carrier? '],"Lexical ambiguity: a word has multiple meanings, making its interpretation dependent on the context. It can arise in two forms: (1) when a word has  unrelated meanings despite sharing the same spelling and pronunciation, it is called homonym (e.g., ""bank"" as a financial institution vs. ""bank"" as the side of a river). These meanings originate from different etymology root (2) when a word has  related meanings that stem from a single etymology, it is referred to as Polysemy (e.g., ""green"" referring to the color and to something environmentally friendly).
You are a software analyst specializing in Lexical ambiguity resolution in GitHub feature requests.
Carefully read the provided statement along with the extracted Lexical ambiguity segment and the reasoning behind why the extracted text segment is considered ambiguous. Based on the information, generate clear and concise clarification questions aimed at addressing the Lexical ambiguity in the extracted text segment; include all generated clarifying questions in a single comma-separated list. Make sure to have all elements of the list in quotation marks.
Demonstrations are provided for clarity. Each demonstration is separated by the trigger word # END. Inside each demonstration, the statement, reason, extracted segment, and clarifying questions are separated using the trigger word ####. Strictly follow the provided demonstration.
Statement: Request Number - 587 | Request Title - Support an 'invite friends' feature. | Request Description - How about having a handy link (and easily found) to allow users to share your app?
####
Reason: The word 'handy' can be used to describe multiple different qualities, creating multiple possible meanings
####
Extracted Lexical ambiguity segment: handy
####
Clarifying Question(s): [""When you wrote about a 'handy' link, did you mean 'simple', 'useful', 'effective', 'easily accessible', or something else?""]
# END
Request Number - 1761 | Request Title - Automatic SMS forwarding | Request Description - It would be awesome to be able to automatically forward all incoming SMS from a certain contact to another contact.
####
Reason: The term SMS can have multiple interpretations in the Signal app. 
####
Extracted Lexical ambiguity segment: SMS
####
Clarifying Question(s): "
11,1761-Signal,Request Number - 1761 | Request Title - Automatic SMS forwarding | Request Description - It would be awesome to be able to automatically forward all incoming SMS from a certain contact to another contact.,contact.,Do you want this feature for the Signal messages or the messages transferred through your SIM card carrier?,['Do you want this feature for the Signal messages or the messages transferred through your SIM card carrier?'],"Lexical ambiguity: a word has multiple meanings, making its interpretation dependent on the context. It can arise in two forms: (1) when a word has  unrelated meanings despite sharing the same spelling and pronunciation, it is called homonym (e.g., ""bank"" as a financial institution vs. ""bank"" as the side of a river). These meanings originate from different etymology root (2) when a word has  related meanings that stem from a single etymology, it is referred to as Polysemy (e.g., ""green"" referring to the color and to something environmentally friendly).
You are a software analyst specializing in Lexical ambiguity resolution in GitHub feature requests.
Carefully read the provided statement along with the extracted Lexical ambiguity segment and the reasoning behind why the extracted text segment is considered ambiguous. Based on the information, generate clear and concise clarification questions aimed at addressing the Lexical ambiguity in the extracted text segment; include all generated clarifying questions in a single comma-separated list. Make sure to have all elements of the list in quotation marks.
Demonstrations are provided for clarity. Each demonstration is separated by the trigger word # END. Inside each demonstration, the statement, reason, extracted segment, and clarifying questions are separated using the trigger word ####. Strictly follow the provided demonstration.
Statement: Request Number - 587 | Request Title - Support an 'invite friends' feature. | Request Description - How about having a handy link (and easily found) to allow users to share your app?
####
Reason: The word 'handy' can be used to describe multiple different qualities, creating multiple possible meanings
####
Extracted Lexical ambiguity segment: handy
####
Clarifying Question(s): [""When you wrote about a 'handy' link, did you mean 'simple', 'useful', 'effective', 'easily accessible', or something else?""]
# END
Request Number - 1761 | Request Title - Automatic SMS forwarding | Request Description - It would be awesome to be able to automatically forward all incoming SMS from a certain contact to another contact.
####
Reason: The term SMS can have multiple interpretations in the Signal app. 
####
Extracted Lexical ambiguity segment: contact.
####
Clarifying Question(s): "
12,801-Signal,"Request Number - 801 | Request Title - Feature request: Mute Group (or any user) | Request Description - Sometimes friends in a group are discussing something I'm not interested in and my phone would go nuts vibrating and ringing all the time. A ""Mute for X minutes/hours"" feature would be awesome.",friends,"When you mention 'friends', do you mean 'users on a friends list', personal associates, or something else?","[""When you mention 'friends', do you mean 'users on a friends list', personal associates, or something else?""]","Lexical ambiguity: a word has multiple meanings, making its interpretation dependent on the context. It can arise in two forms: (1) when a word has  unrelated meanings despite sharing the same spelling and pronunciation, it is called homonym (e.g., ""bank"" as a financial institution vs. ""bank"" as the side of a river). These meanings originate from different etymology root (2) when a word has  related meanings that stem from a single etymology, it is referred to as Polysemy (e.g., ""green"" referring to the color and to something environmentally friendly).
You are a software analyst specializing in Lexical ambiguity resolution in GitHub feature requests.
Carefully read the provided statement along with the extracted Lexical ambiguity segment and the reasoning behind why the extracted text segment is considered ambiguous. Based on the information, generate clear and concise clarification questions aimed at addressing the Lexical ambiguity in the extracted text segment; include all generated clarifying questions in a single comma-separated list. Make sure to have all elements of the list in quotation marks.
Demonstrations are provided for clarity. Each demonstration is separated by the trigger word # END. Inside each demonstration, the statement, reason, extracted segment, and clarifying questions are separated using the trigger word ####. Strictly follow the provided demonstration.
Statement: Request Number - 587 | Request Title - Support an 'invite friends' feature. | Request Description - How about having a handy link (and easily found) to allow users to share your app?
####
Reason: The word 'handy' can be used to describe multiple different qualities, creating multiple possible meanings
####
Extracted Lexical ambiguity segment: handy
####
Clarifying Question(s): [""When you wrote about a 'handy' link, did you mean 'simple', 'useful', 'effective', 'easily accessible', or something else?""]
# END
Request Number - 801 | Request Title - Feature request: Mute Group (or any user) | Request Description - Sometimes friends in a group are discussing something I'm not interested in and my phone would go nuts vibrating and ringing all the time. A ""Mute for X minutes/hours"" feature would be awesome.
####
Reason: The term 'friends' can be a technical term that categorizes other users or could be used as its literal definition, which creates multiple possible interpretations.
####
Extracted Lexical ambiguity segment: friends
####
Clarifying Question(s): "
13,2055-Signal,"Request Number - 2055 | Request Title - use delivery receipts to show message received time for outgoing messages | Request Description - After long pressing on a message and selecting the info button, the message details are shown. This includes the sent and received times for incoming messages. For outgoing messages, in contrast, only one Sent/Received time is displayed, probably containing sent time. Now that delivery receipts are implemented, it would be possible to display the received time for outgoing messages (by taking the sent time from the receipt). Or to make it more precise, let the receipt message piggybag the real received time. This would make the user interface more consistent. When this is rejected for some reasons, I suggest renaming the ""Sent/Received"" label for outgoing messages to ""Sent"" because this is what it really is about.",real received time.,"What do you mean by the ""real received time""?","['What do you mean by the ""real received time""?']","Lexical ambiguity: a word has multiple meanings, making its interpretation dependent on the context. It can arise in two forms: (1) when a word has  unrelated meanings despite sharing the same spelling and pronunciation, it is called homonym (e.g., ""bank"" as a financial institution vs. ""bank"" as the side of a river). These meanings originate from different etymology root (2) when a word has  related meanings that stem from a single etymology, it is referred to as Polysemy (e.g., ""green"" referring to the color and to something environmentally friendly).
You are a software analyst specializing in Lexical ambiguity resolution in GitHub feature requests.
Carefully read the provided statement along with the extracted Lexical ambiguity segment and the reasoning behind why the extracted text segment is considered ambiguous. Based on the information, generate clear and concise clarification questions aimed at addressing the Lexical ambiguity in the extracted text segment; include all generated clarifying questions in a single comma-separated list. Make sure to have all elements of the list in quotation marks.
Demonstrations are provided for clarity. Each demonstration is separated by the trigger word # END. Inside each demonstration, the statement, reason, extracted segment, and clarifying questions are separated using the trigger word ####. Strictly follow the provided demonstration.
Statement: Request Number - 587 | Request Title - Support an 'invite friends' feature. | Request Description - How about having a handy link (and easily found) to allow users to share your app?
####
Reason: The word 'handy' can be used to describe multiple different qualities, creating multiple possible meanings
####
Extracted Lexical ambiguity segment: handy
####
Clarifying Question(s): [""When you wrote about a 'handy' link, did you mean 'simple', 'useful', 'effective', 'easily accessible', or something else?""]
# END
Request Number - 2055 | Request Title - use delivery receipts to show message received time for outgoing messages | Request Description - After long pressing on a message and selecting the info button, the message details are shown. This includes the sent and received times for incoming messages. For outgoing messages, in contrast, only one Sent/Received time is displayed, probably containing sent time. Now that delivery receipts are implemented, it would be possible to display the received time for outgoing messages (by taking the sent time from the receipt). Or to make it more precise, let the receipt message piggybag the real received time. This would make the user interface more consistent. When this is rejected for some reasons, I suggest renaming the ""Sent/Received"" label for outgoing messages to ""Sent"" because this is what it really is about.
####
Reason: ""real received time"" is ambiguous and can have multiple interpretations. 
####
Extracted Lexical ambiguity segment: real received time.
####
Clarifying Question(s): "
14,496-Signal,Request Number - 496 | Request Title - Feature Request: Ability to change maximum size of MMS | Request Description - I have seen this feature on other third party messaging apps it'd be great.  Thanks!,MMS,"When you wrote ""MMS"", did you mean messages using the Multimedia Messaging Service protocol, file attachments to messages, or something else?","['When you wrote ""MMS"", did you mean messages using the Multimedia Messaging Service protocol, file attachments to messages, or something else?']","Lexical ambiguity: a word has multiple meanings, making its interpretation dependent on the context. It can arise in two forms: (1) when a word has  unrelated meanings despite sharing the same spelling and pronunciation, it is called homonym (e.g., ""bank"" as a financial institution vs. ""bank"" as the side of a river). These meanings originate from different etymology root (2) when a word has  related meanings that stem from a single etymology, it is referred to as Polysemy (e.g., ""green"" referring to the color and to something environmentally friendly).
You are a software analyst specializing in Lexical ambiguity resolution in GitHub feature requests.
Carefully read the provided statement along with the extracted Lexical ambiguity segment and the reasoning behind why the extracted text segment is considered ambiguous. Based on the information, generate clear and concise clarification questions aimed at addressing the Lexical ambiguity in the extracted text segment; include all generated clarifying questions in a single comma-separated list. Make sure to have all elements of the list in quotation marks.
Demonstrations are provided for clarity. Each demonstration is separated by the trigger word # END. Inside each demonstration, the statement, reason, extracted segment, and clarifying questions are separated using the trigger word ####. Strictly follow the provided demonstration.
Statement: Request Number - 587 | Request Title - Support an 'invite friends' feature. | Request Description - How about having a handy link (and easily found) to allow users to share your app?
####
Reason: The word 'handy' can be used to describe multiple different qualities, creating multiple possible meanings
####
Extracted Lexical ambiguity segment: handy
####
Clarifying Question(s): [""When you wrote about a 'handy' link, did you mean 'simple', 'useful', 'effective', 'easily accessible', or something else?""]
# END
Request Number - 496 | Request Title - Feature Request: Ability to change maximum size of MMS | Request Description - I have seen this feature on other third party messaging apps it'd be great.  Thanks!
####
Reason: The term MMS is an acronym that can have multiple meanings, and one of its likely meanings can be commonly misused to indicate a subcategory of its literal meaning (in this case an attachment as opposed to the entire message), which creates multiple possible interpretations
####
Extracted Lexical ambiguity segment: MMS
####
Clarifying Question(s): "
15,957-Signal,"Request Number - 957 | Request Title - Delivery reports for PUSHed messages? | Request Description - SMS messages support the notion of a delivery report that allows me to see when a message was actually delivered to the recipient. I miss that feature for PUSHed messages, though. It seems there is no way to request a delivery report?","PUSHed messages,","What do you mean by ""push messages""?","['What do you mean by ""push messages""?']","Lexical ambiguity: a word has multiple meanings, making its interpretation dependent on the context. It can arise in two forms: (1) when a word has  unrelated meanings despite sharing the same spelling and pronunciation, it is called homonym (e.g., ""bank"" as a financial institution vs. ""bank"" as the side of a river). These meanings originate from different etymology root (2) when a word has  related meanings that stem from a single etymology, it is referred to as Polysemy (e.g., ""green"" referring to the color and to something environmentally friendly).
You are a software analyst specializing in Lexical ambiguity resolution in GitHub feature requests.
Carefully read the provided statement along with the extracted Lexical ambiguity segment and the reasoning behind why the extracted text segment is considered ambiguous. Based on the information, generate clear and concise clarification questions aimed at addressing the Lexical ambiguity in the extracted text segment; include all generated clarifying questions in a single comma-separated list. Make sure to have all elements of the list in quotation marks.
Demonstrations are provided for clarity. Each demonstration is separated by the trigger word # END. Inside each demonstration, the statement, reason, extracted segment, and clarifying questions are separated using the trigger word ####. Strictly follow the provided demonstration.
Statement: Request Number - 587 | Request Title - Support an 'invite friends' feature. | Request Description - How about having a handy link (and easily found) to allow users to share your app?
####
Reason: The word 'handy' can be used to describe multiple different qualities, creating multiple possible meanings
####
Extracted Lexical ambiguity segment: handy
####
Clarifying Question(s): [""When you wrote about a 'handy' link, did you mean 'simple', 'useful', 'effective', 'easily accessible', or something else?""]
# END
Request Number - 957 | Request Title - Delivery reports for PUSHed messages? | Request Description - SMS messages support the notion of a delivery report that allows me to see when a message was actually delivered to the recipient. I miss that feature for PUSHed messages, though. It seems there is no way to request a delivery report?
####
Reason: ""Pushed Messages"" can have multiple interpretations and seems to be a technical term in Signal. 
####
Extracted Lexical ambiguity segment: PUSHed messages,
####
Clarifying Question(s): "
16,6362-Signal,"Request Number - 6362 | Request Title - Visual display for how many contacts are on Signal | Request Description - I have:   searched open and closed issues for duplicates  read https://github.com/WhisperSystems/Signal-Android/wiki/Submitting-useful-bug-reports  It'd be nice if Signal had a screen that would show e.g. a pie chart that indicated how many of my contacts were on Signal. Or how many of the messages I send are encrypted. Tapping an element of the pie chart would then show a list of people in that category - this would be a nice way to get an overview of contacts I still need to convince to convert. There's probably also room for some gamification in here - the app could display something like e.g. ""Almost there! __"" when most, but not all, of my contacts were using Signal.",using,"When you wrote ""when most, but not all, of my contacts were currently using Signal"", does ""using"" mean currently interacting with, regular users of, registered with, or something else?","['When you wrote ""when most, but not all, of my contacts were currently using Signal"", does ""using"" mean currently interacting with, regular users of, registered with, or something else?']","Lexical ambiguity: a word has multiple meanings, making its interpretation dependent on the context. It can arise in two forms: (1) when a word has  unrelated meanings despite sharing the same spelling and pronunciation, it is called homonym (e.g., ""bank"" as a financial institution vs. ""bank"" as the side of a river). These meanings originate from different etymology root (2) when a word has  related meanings that stem from a single etymology, it is referred to as Polysemy (e.g., ""green"" referring to the color and to something environmentally friendly).
You are a software analyst specializing in Lexical ambiguity resolution in GitHub feature requests.
Carefully read the provided statement along with the extracted Lexical ambiguity segment and the reasoning behind why the extracted text segment is considered ambiguous. Based on the information, generate clear and concise clarification questions aimed at addressing the Lexical ambiguity in the extracted text segment; include all generated clarifying questions in a single comma-separated list. Make sure to have all elements of the list in quotation marks.
Demonstrations are provided for clarity. Each demonstration is separated by the trigger word # END. Inside each demonstration, the statement, reason, extracted segment, and clarifying questions are separated using the trigger word ####. Strictly follow the provided demonstration.
Statement: Request Number - 587 | Request Title - Support an 'invite friends' feature. | Request Description - How about having a handy link (and easily found) to allow users to share your app?
####
Reason: The word 'handy' can be used to describe multiple different qualities, creating multiple possible meanings
####
Extracted Lexical ambiguity segment: handy
####
Clarifying Question(s): [""When you wrote about a 'handy' link, did you mean 'simple', 'useful', 'effective', 'easily accessible', or something else?""]
# END
Request Number - 6362 | Request Title - Visual display for how many contacts are on Signal | Request Description - I have:   searched open and closed issues for duplicates  read https://github.com/WhisperSystems/Signal-Android/wiki/Submitting-useful-bug-reports  It'd be nice if Signal had a screen that would show e.g. a pie chart that indicated how many of my contacts were on Signal. Or how many of the messages I send are encrypted. Tapping an element of the pie chart would then show a list of people in that category - this would be a nice way to get an overview of contacts I still need to convince to convert. There's probably also room for some gamification in here - the app could display something like e.g. ""Almost there! __"" when most, but not all, of my contacts were using Signal.
####
Reason: Due to systemic polysemy, the word ""using"" can be used to describe a status, behavior, or a disposition, which creates alternative meanings for the sentence.
####
Extracted Lexical ambiguity segment: using
####
Clarifying Question(s): "
17,1211-Signal,Request Number - 1211 | Request Title - Chat scrolls when new messages are received | Request Description - When being in a chat and messages are received the chat scrolls with them to the most recent message. So when you have received something over 100 messages (like when you are in an active group chat) you have to scroll quite some time up until you reach the part you read last. It would be far more convenient if the chat stayed where you left it/where the new received messages start and you could then just continue reading.,in,"When you wrote ""When being in a chat"", did you mean ""when being a member of a chat thread"", ""when actively viewing a chat thread"", or something else?","['When you wrote ""When being in a chat"", did you mean ""when being a member of a chat thread"", ""when actively viewing a chat thread"", or something else?']","Lexical ambiguity: a word has multiple meanings, making its interpretation dependent on the context. It can arise in two forms: (1) when a word has  unrelated meanings despite sharing the same spelling and pronunciation, it is called homonym (e.g., ""bank"" as a financial institution vs. ""bank"" as the side of a river). These meanings originate from different etymology root (2) when a word has  related meanings that stem from a single etymology, it is referred to as Polysemy (e.g., ""green"" referring to the color and to something environmentally friendly).
You are a software analyst specializing in Lexical ambiguity resolution in GitHub feature requests.
Carefully read the provided statement along with the extracted Lexical ambiguity segment and the reasoning behind why the extracted text segment is considered ambiguous. Based on the information, generate clear and concise clarification questions aimed at addressing the Lexical ambiguity in the extracted text segment; include all generated clarifying questions in a single comma-separated list. Make sure to have all elements of the list in quotation marks.
Demonstrations are provided for clarity. Each demonstration is separated by the trigger word # END. Inside each demonstration, the statement, reason, extracted segment, and clarifying questions are separated using the trigger word ####. Strictly follow the provided demonstration.
Statement: Request Number - 587 | Request Title - Support an 'invite friends' feature. | Request Description - How about having a handy link (and easily found) to allow users to share your app?
####
Reason: The word 'handy' can be used to describe multiple different qualities, creating multiple possible meanings
####
Extracted Lexical ambiguity segment: handy
####
Clarifying Question(s): [""When you wrote about a 'handy' link, did you mean 'simple', 'useful', 'effective', 'easily accessible', or something else?""]
# END
Request Number - 1211 | Request Title - Chat scrolls when new messages are received | Request Description - When being in a chat and messages are received the chat scrolls with them to the most recent message. So when you have received something over 100 messages (like when you are in an active group chat) you have to scroll quite some time up until you reach the part you read last. It would be far more convenient if the chat stayed where you left it/where the new received messages start and you could then just continue reading.
####
Reason: The selected word can have multiple meanings which creates an alternative interpretation of the text.
####
Extracted Lexical ambiguity segment: in
####
Clarifying Question(s): "
18,604-Signal,"Request Number - 604 | Request Title - Number registration (for push messaging) doesn't work with Google Voice | Request Description - The new push based TextSecure doesn't seem to like using Google Voice numbers (which are then forwarded to my phone's real number via SMS).  Although there are of course privacy downsides associated with letting Google see all of your incoming/outgoing SMS data, there are also serious privacy harms associated with letting people know your actual phone number, rather than a number that will just forward texts to you* The first step of the TextSecure number registration process (""Connecting"") works fine. An incoming text message with the verification code is received by the default Android SMS app, but TextSecure doesn't catch it. Thankfully, after 2 minutes of waiting, I am given the opportunity verify by voice, which does work.",push,"When you discuss 'push messaging', is 'push' being used as a technical term or the literal word push?","[""When you discuss 'push messaging', is 'push' being used as a technical term or the literal word push?""]","Lexical ambiguity: a word has multiple meanings, making its interpretation dependent on the context. It can arise in two forms: (1) when a word has  unrelated meanings despite sharing the same spelling and pronunciation, it is called homonym (e.g., ""bank"" as a financial institution vs. ""bank"" as the side of a river). These meanings originate from different etymology root (2) when a word has  related meanings that stem from a single etymology, it is referred to as Polysemy (e.g., ""green"" referring to the color and to something environmentally friendly).
You are a software analyst specializing in Lexical ambiguity resolution in GitHub feature requests.
Carefully read the provided statement along with the extracted Lexical ambiguity segment and the reasoning behind why the extracted text segment is considered ambiguous. Based on the information, generate clear and concise clarification questions aimed at addressing the Lexical ambiguity in the extracted text segment; include all generated clarifying questions in a single comma-separated list. Make sure to have all elements of the list in quotation marks.
Demonstrations are provided for clarity. Each demonstration is separated by the trigger word # END. Inside each demonstration, the statement, reason, extracted segment, and clarifying questions are separated using the trigger word ####. Strictly follow the provided demonstration.
Statement: Request Number - 587 | Request Title - Support an 'invite friends' feature. | Request Description - How about having a handy link (and easily found) to allow users to share your app?
####
Reason: The word 'handy' can be used to describe multiple different qualities, creating multiple possible meanings
####
Extracted Lexical ambiguity segment: handy
####
Clarifying Question(s): [""When you wrote about a 'handy' link, did you mean 'simple', 'useful', 'effective', 'easily accessible', or something else?""]
# END
Request Number - 604 | Request Title - Number registration (for push messaging) doesn't work with Google Voice | Request Description - The new push based TextSecure doesn't seem to like using Google Voice numbers (which are then forwarded to my phone's real number via SMS).  Although there are of course privacy downsides associated with letting Google see all of your incoming/outgoing SMS data, there are also serious privacy harms associated with letting people know your actual phone number, rather than a number that will just forward texts to you* The first step of the TextSecure number registration process (""Connecting"") works fine. An incoming text message with the verification code is received by the default Android SMS app, but TextSecure doesn't catch it. Thankfully, after 2 minutes of waiting, I am given the opportunity verify by voice, which does work.
####
Reason: The word 'push' can be a technical term with a different meaning than its literal definition, creating multiple possible interpretations.
####
Extracted Lexical ambiguity segment: push
####
Clarifying Question(s): "
19,957-Signal,"Request Number - 957 | Request Title - Delivery reports for PUSHed messages? | Request Description - SMS messages support the notion of a delivery report that allows me to see when a message was actually delivered to the recipient. I miss that feature for PUSHed messages, though. It seems there is no way to request a delivery report?",delivery report?,Can you specify details about the delivery report and how you want that report to appear?,['Can you specify details about the delivery report and how you want that report to appear?'],"Lexical ambiguity: a word has multiple meanings, making its interpretation dependent on the context. It can arise in two forms: (1) when a word has  unrelated meanings despite sharing the same spelling and pronunciation, it is called homonym (e.g., ""bank"" as a financial institution vs. ""bank"" as the side of a river). These meanings originate from different etymology root (2) when a word has  related meanings that stem from a single etymology, it is referred to as Polysemy (e.g., ""green"" referring to the color and to something environmentally friendly).
You are a software analyst specializing in Lexical ambiguity resolution in GitHub feature requests.
Carefully read the provided statement along with the extracted Lexical ambiguity segment and the reasoning behind why the extracted text segment is considered ambiguous. Based on the information, generate clear and concise clarification questions aimed at addressing the Lexical ambiguity in the extracted text segment; include all generated clarifying questions in a single comma-separated list. Make sure to have all elements of the list in quotation marks.
Demonstrations are provided for clarity. Each demonstration is separated by the trigger word # END. Inside each demonstration, the statement, reason, extracted segment, and clarifying questions are separated using the trigger word ####. Strictly follow the provided demonstration.
Statement: Request Number - 587 | Request Title - Support an 'invite friends' feature. | Request Description - How about having a handy link (and easily found) to allow users to share your app?
####
Reason: The word 'handy' can be used to describe multiple different qualities, creating multiple possible meanings
####
Extracted Lexical ambiguity segment: handy
####
Clarifying Question(s): [""When you wrote about a 'handy' link, did you mean 'simple', 'useful', 'effective', 'easily accessible', or something else?""]
# END
Request Number - 957 | Request Title - Delivery reports for PUSHed messages? | Request Description - SMS messages support the notion of a delivery report that allows me to see when a message was actually delivered to the recipient. I miss that feature for PUSHed messages, though. It seems there is no way to request a delivery report?
####
Reason: There are multiple interpretations for the delivery report. 
####
Extracted Lexical ambiguity segment: delivery report?
####
Clarifying Question(s): "
20,6362-Signal,"Request Number - 6362 | Request Title - Visual display for how many contacts are on Signal | Request Description - I have:   searched open and closed issues for duplicates  read https://github.com/WhisperSystems/Signal-Android/wiki/Submitting-useful-bug-reports  It'd be nice if Signal had a screen that would show e.g. a pie chart that indicated how many of my contacts were on Signal. Or how many of the messages I send are encrypted. Tapping an element of the pie chart would then show a list of people in that category - this would be a nice way to get an overview of contacts I still need to convince to convert. There's probably also room for some gamification in here - the app could display something like e.g. ""Almost there! __"" when most, but not all, of my contacts were using Signal.",on,"When you wrote ""how many of my contacts were on Signal"", does ""on"" mean online, using, registered with, connected with me via, copied into, or something else?","['When you wrote ""how many of my contacts were on Signal"", does ""on"" mean online, using, registered with, connected with me via, copied into, or something else?']","Lexical ambiguity: a word has multiple meanings, making its interpretation dependent on the context. It can arise in two forms: (1) when a word has  unrelated meanings despite sharing the same spelling and pronunciation, it is called homonym (e.g., ""bank"" as a financial institution vs. ""bank"" as the side of a river). These meanings originate from different etymology root (2) when a word has  related meanings that stem from a single etymology, it is referred to as Polysemy (e.g., ""green"" referring to the color and to something environmentally friendly).
You are a software analyst specializing in Lexical ambiguity resolution in GitHub feature requests.
Carefully read the provided statement along with the extracted Lexical ambiguity segment and the reasoning behind why the extracted text segment is considered ambiguous. Based on the information, generate clear and concise clarification questions aimed at addressing the Lexical ambiguity in the extracted text segment; include all generated clarifying questions in a single comma-separated list. Make sure to have all elements of the list in quotation marks.
Demonstrations are provided for clarity. Each demonstration is separated by the trigger word # END. Inside each demonstration, the statement, reason, extracted segment, and clarifying questions are separated using the trigger word ####. Strictly follow the provided demonstration.
Statement: Request Number - 587 | Request Title - Support an 'invite friends' feature. | Request Description - How about having a handy link (and easily found) to allow users to share your app?
####
Reason: The word 'handy' can be used to describe multiple different qualities, creating multiple possible meanings
####
Extracted Lexical ambiguity segment: handy
####
Clarifying Question(s): [""When you wrote about a 'handy' link, did you mean 'simple', 'useful', 'effective', 'easily accessible', or something else?""]
# END
Request Number - 6362 | Request Title - Visual display for how many contacts are on Signal | Request Description - I have:   searched open and closed issues for duplicates  read https://github.com/WhisperSystems/Signal-Android/wiki/Submitting-useful-bug-reports  It'd be nice if Signal had a screen that would show e.g. a pie chart that indicated how many of my contacts were on Signal. Or how many of the messages I send are encrypted. Tapping an element of the pie chart would then show a list of people in that category - this would be a nice way to get an overview of contacts I still need to convince to convert. There's probably also room for some gamification in here - the app could display something like e.g. ""Almost there! __"" when most, but not all, of my contacts were using Signal.
####
Reason: The word 'on' can have multiple meanings, which creates multiple interpretations of the sentence and feature request.
####
Extracted Lexical ambiguity segment: on
####
Clarifying Question(s): "
21,42-Mastodon,"Request Number - 42 | Request Title - Make view from timeline back | Request Description - I like this , because it makes me feel I am not alone on then earth. Every time I view the post from different from the timeline, I can feel they are all alive, not only me. Every time, every second, I can meet new friend, maybe he is in Japan, having dinner, or In French. Now the feature of viewing from timeline is not in mastondon-android. I like the hot trending, then I can know what people are talking now. But I feel lonely when use your app. I find out that it is because I cannot always read a new post, cannot always know who may be will be my friend, what he is doing ,worring. So I need this feature.",Now,"When you wrote ""Now the feature of viewing from timeline is not in mastondon-android"", did you mean ""the feature currently does not exist"", ""the feature no longer exists"", or something else?","['When you wrote ""Now the feature of viewing from timeline is not in mastondon-android"", did you mean ""the feature currently does not exist"", ""the feature no longer exists"", or something else?']","Lexical ambiguity: a word has multiple meanings, making its interpretation dependent on the context. It can arise in two forms: (1) when a word has  unrelated meanings despite sharing the same spelling and pronunciation, it is called homonym (e.g., ""bank"" as a financial institution vs. ""bank"" as the side of a river). These meanings originate from different etymology root (2) when a word has  related meanings that stem from a single etymology, it is referred to as Polysemy (e.g., ""green"" referring to the color and to something environmentally friendly).
You are a software analyst specializing in Lexical ambiguity resolution in GitHub feature requests.
Carefully read the provided statement along with the extracted Lexical ambiguity segment and the reasoning behind why the extracted text segment is considered ambiguous. Based on the information, generate clear and concise clarification questions aimed at addressing the Lexical ambiguity in the extracted text segment; include all generated clarifying questions in a single comma-separated list. Make sure to have all elements of the list in quotation marks.
Demonstrations are provided for clarity. Each demonstration is separated by the trigger word # END. Inside each demonstration, the statement, reason, extracted segment, and clarifying questions are separated using the trigger word ####. Strictly follow the provided demonstration.
Statement: Request Number - 587 | Request Title - Support an 'invite friends' feature. | Request Description - How about having a handy link (and easily found) to allow users to share your app?
####
Reason: The word 'handy' can be used to describe multiple different qualities, creating multiple possible meanings
####
Extracted Lexical ambiguity segment: handy
####
Clarifying Question(s): [""When you wrote about a 'handy' link, did you mean 'simple', 'useful', 'effective', 'easily accessible', or something else?""]
# END
Request Number - 42 | Request Title - Make view from timeline back | Request Description - I like this , because it makes me feel I am not alone on then earth. Every time I view the post from different from the timeline, I can feel they are all alive, not only me. Every time, every second, I can meet new friend, maybe he is in Japan, having dinner, or In French. Now the feature of viewing from timeline is not in mastondon-android. I like the hot trending, then I can know what people are talking now. But I feel lonely when use your app. I find out that it is because I cannot always read a new post, cannot always know who may be will be my friend, what he is doing ,worring. So I need this feature.
####
Reason: The word ""now"" can have different meanings in this context, which creates multiple possible interpretations.
####
Extracted Lexical ambiguity segment: Now
####
Clarifying Question(s): "
