,RequestNumAppName,FeatureRequest,TextAnnotation-GT,TextAnnotation-GT-Formatted,TextAnnotation-GT-TupleFormat,PromptForGeneration
10,6111-Signal,"Request Number - 6111 | Request Title - Wishlist: Possibility to delete images in gallery mode (and when opened) | Request Description - I have:   searched open and closed issues for duplicates  read https://github.com/WhisperSystems/Signal-Android/wiki/Submitting-useful-bug-reports  Feature description. When opening ""Image gallery"" (or lateron media gallery due to #5941 ) I would like to be able to multiselect images/media and delete them. And when opening an image/media, I would like to have the possibility to delete it in this opened view. Maybe putting this option behind a settings menu as the action bar already contains forward, save, All Images. (In Gallery mode only save). IMO there should be a dialog, if you really want to delete this (all the selected images).  One point to think about is the corresponding messaged (text). At the moment, it's only possible to delete the whole messagte (text + image/media) by selecting it right in the conversation. When deleting in the gallery mode or when opened, the corresponding text is not visible to the user, so maybe it should be contained (with a hint to the deleted image/media)? [Edit: Duplicate of #4242 ]",No Defect Found,Extracted Vagueness text segment(s): No Defect Found,,"Vagueness: a statement is considered vague if it admits borderline cases. A requirement is vague if it is not clear how to measure whether the requirement is fulfilled or not.
You are a software analyst specializing in ambiguity detection in GitHub feature requests.
Carefully read the given statement. Extract any text segments containing Vagueness from the statement. Multiple segments may contain Vagueness. If ambiguous segments are found, return a list of tuples where: The first element of each tuple represents the reason why the extracted segment is ambiguous, and the second element is the extracted ambiguous text segment. Strictly make sure that each tuple's elements are enclosed in quotation marks. If no ambiguous segments are found, return ""No Defect Found"".
Statement: Request Number - 6111 | Request Title - Wishlist: Possibility to delete images in gallery mode (and when opened) | Request Description - I have:   searched open and closed issues for duplicates  read https://github.com/WhisperSystems/Signal-Android/wiki/Submitting-useful-bug-reports  Feature description. When opening ""Image gallery"" (or lateron media gallery due to #5941 ) I would like to be able to multiselect images/media and delete them. And when opening an image/media, I would like to have the possibility to delete it in this opened view. Maybe putting this option behind a settings menu as the action bar already contains forward, save, All Images. (In Gallery mode only save). IMO there should be a dialog, if you really want to delete this (all the selected images).  One point to think about is the corresponding messaged (text). At the moment, it's only possible to delete the whole messagte (text + image/media) by selecting it right in the conversation. When deleting in the gallery mode or when opened, the corresponding text is not visible to the user, so maybe it should be contained (with a hint to the deleted image/media)? [Edit: Duplicate of #4242 ]
####
Extracted Vagueness segment(s):"
11,6362-Signal,"Request Number - 6362 | Request Title - Visual display for how many contacts are on Signal | Request Description - I have:   searched open and closed issues for duplicates  read https://github.com/WhisperSystems/Signal-Android/wiki/Submitting-useful-bug-reports  It'd be nice if Signal had a screen that would show e.g. a pie chart that indicated how many of my contacts were on Signal. Or how many of the messages I send are encrypted. Tapping an element of the pie chart would then show a list of people in that category - this would be a nice way to get an overview of contacts I still need to convince to convert. There's probably also room for some gamification in here - the app could display something like e.g. ""Almost there! __"" when most, but not all, of my contacts were using Signal.",No Defect Found,Extracted Vagueness text segment(s): No Defect Found,,"Vagueness: a statement is considered vague if it admits borderline cases. A requirement is vague if it is not clear how to measure whether the requirement is fulfilled or not.
You are a software analyst specializing in ambiguity detection in GitHub feature requests.
Carefully read the given statement. Extract any text segments containing Vagueness from the statement. Multiple segments may contain Vagueness. If ambiguous segments are found, return a list of tuples where: The first element of each tuple represents the reason why the extracted segment is ambiguous, and the second element is the extracted ambiguous text segment. Strictly make sure that each tuple's elements are enclosed in quotation marks. If no ambiguous segments are found, return ""No Defect Found"".
Statement: Request Number - 6362 | Request Title - Visual display for how many contacts are on Signal | Request Description - I have:   searched open and closed issues for duplicates  read https://github.com/WhisperSystems/Signal-Android/wiki/Submitting-useful-bug-reports  It'd be nice if Signal had a screen that would show e.g. a pie chart that indicated how many of my contacts were on Signal. Or how many of the messages I send are encrypted. Tapping an element of the pie chart would then show a list of people in that category - this would be a nice way to get an overview of contacts I still need to convince to convert. There's probably also room for some gamification in here - the app could display something like e.g. ""Almost there! __"" when most, but not all, of my contacts were using Signal.
####
Extracted Vagueness segment(s):"
12,1692-Signal,"Request Number - 1692 | Request Title - sms delivery report: show received time in message details | Request Description - when a sms delivery report is received, the time the other user received the message (afaik the done date ) should be saved and it should be possible to view it in message details. This way one could see when the other user received the message (not only that is was received). edit: if someone can give me a hint where to look/start in the code to implement this, I'd try to make a pull request (but I just glanced through the code and cannot find a starting point ... maybe it's simply too late already ;-))",No Defect Found,Extracted Vagueness text segment(s): No Defect Found,,"Vagueness: a statement is considered vague if it admits borderline cases. A requirement is vague if it is not clear how to measure whether the requirement is fulfilled or not.
You are a software analyst specializing in ambiguity detection in GitHub feature requests.
Carefully read the given statement. Extract any text segments containing Vagueness from the statement. Multiple segments may contain Vagueness. If ambiguous segments are found, return a list of tuples where: The first element of each tuple represents the reason why the extracted segment is ambiguous, and the second element is the extracted ambiguous text segment. Strictly make sure that each tuple's elements are enclosed in quotation marks. If no ambiguous segments are found, return ""No Defect Found"".
Statement: Request Number - 1692 | Request Title - sms delivery report: show received time in message details | Request Description - when a sms delivery report is received, the time the other user received the message (afaik the done date ) should be saved and it should be possible to view it in message details. This way one could see when the other user received the message (not only that is was received). edit: if someone can give me a hint where to look/start in the code to implement this, I'd try to make a pull request (but I just glanced through the code and cannot find a starting point ... maybe it's simply too late already ;-))
####
Extracted Vagueness segment(s):"
13,801-Signal,"Request Number - 801 | Request Title - Feature request: Mute Group (or any user) | Request Description - Sometimes friends in a group are discussing something I'm not interested in and my phone would go nuts vibrating and ringing all the time. A ""Mute for X minutes/hours"" feature would be awesome.",No Defect Found,Extracted Vagueness text segment(s): No Defect Found,,"Vagueness: a statement is considered vague if it admits borderline cases. A requirement is vague if it is not clear how to measure whether the requirement is fulfilled or not.
You are a software analyst specializing in ambiguity detection in GitHub feature requests.
Carefully read the given statement. Extract any text segments containing Vagueness from the statement. Multiple segments may contain Vagueness. If ambiguous segments are found, return a list of tuples where: The first element of each tuple represents the reason why the extracted segment is ambiguous, and the second element is the extracted ambiguous text segment. Strictly make sure that each tuple's elements are enclosed in quotation marks. If no ambiguous segments are found, return ""No Defect Found"".
Statement: Request Number - 801 | Request Title - Feature request: Mute Group (or any user) | Request Description - Sometimes friends in a group are discussing something I'm not interested in and my phone would go nuts vibrating and ringing all the time. A ""Mute for X minutes/hours"" feature would be awesome.
####
Extracted Vagueness segment(s):"
14,1699-Signal,"Request Number - 1699 | Request Title - Add Android Wear support | Request Description - Hangouts has the possibility to answer with predefined answers or voice. Something similar would be awesome for TextSecure. Since all this works over notifications, this should be reasonably easy to intergrate.",No Defect Found,Extracted Vagueness text segment(s): No Defect Found,,"Vagueness: a statement is considered vague if it admits borderline cases. A requirement is vague if it is not clear how to measure whether the requirement is fulfilled or not.
You are a software analyst specializing in ambiguity detection in GitHub feature requests.
Carefully read the given statement. Extract any text segments containing Vagueness from the statement. Multiple segments may contain Vagueness. If ambiguous segments are found, return a list of tuples where: The first element of each tuple represents the reason why the extracted segment is ambiguous, and the second element is the extracted ambiguous text segment. Strictly make sure that each tuple's elements are enclosed in quotation marks. If no ambiguous segments are found, return ""No Defect Found"".
Statement: Request Number - 1699 | Request Title - Add Android Wear support | Request Description - Hangouts has the possibility to answer with predefined answers or voice. Something similar would be awesome for TextSecure. Since all this works over notifications, this should be reasonably easy to intergrate.
####
Extracted Vagueness segment(s):"
15,2943-Signal,Request Number - 2943 | Request Title - Where are the old text-only smileys? | Request Description - Why did you remove the old text based smileys? I don't like all this emoji crap and preferred the other ones.,No Defect Found,Extracted Vagueness text segment(s): No Defect Found,,"Vagueness: a statement is considered vague if it admits borderline cases. A requirement is vague if it is not clear how to measure whether the requirement is fulfilled or not.
You are a software analyst specializing in ambiguity detection in GitHub feature requests.
Carefully read the given statement. Extract any text segments containing Vagueness from the statement. Multiple segments may contain Vagueness. If ambiguous segments are found, return a list of tuples where: The first element of each tuple represents the reason why the extracted segment is ambiguous, and the second element is the extracted ambiguous text segment. Strictly make sure that each tuple's elements are enclosed in quotation marks. If no ambiguous segments are found, return ""No Defect Found"".
Statement: Request Number - 2943 | Request Title - Where are the old text-only smileys? | Request Description - Why did you remove the old text based smileys? I don't like all this emoji crap and preferred the other ones.
####
Extracted Vagueness segment(s):"
16,4245-Signal,Request Number - 4245 | Request Title - Low quality contact photo during call | Request Description - Calling screen doesn't show the full resolution contact photo on Signal 3.0.3,No Defect Found,Extracted Vagueness text segment(s): No Defect Found,,"Vagueness: a statement is considered vague if it admits borderline cases. A requirement is vague if it is not clear how to measure whether the requirement is fulfilled or not.
You are a software analyst specializing in ambiguity detection in GitHub feature requests.
Carefully read the given statement. Extract any text segments containing Vagueness from the statement. Multiple segments may contain Vagueness. If ambiguous segments are found, return a list of tuples where: The first element of each tuple represents the reason why the extracted segment is ambiguous, and the second element is the extracted ambiguous text segment. Strictly make sure that each tuple's elements are enclosed in quotation marks. If no ambiguous segments are found, return ""No Defect Found"".
Statement: Request Number - 4245 | Request Title - Low quality contact photo during call | Request Description - Calling screen doesn't show the full resolution contact photo on Signal 3.0.3
####
Extracted Vagueness segment(s):"
17,916-Signal,"Request Number - 916 | Request Title - Allow to set and sync Contact Pictures | Request Description - Allow users to set their own contact picture and sync it to other TextSecure users. In contrast to WhatsApp, provide those pictures to the system contact list to be used in any app, including but not limited to TextSecure. Is this possible using a SyncAdapter ( #890 ) coupled with a ContentProvider?",No Defect Found,Extracted Vagueness text segment(s): No Defect Found,,"Vagueness: a statement is considered vague if it admits borderline cases. A requirement is vague if it is not clear how to measure whether the requirement is fulfilled or not.
You are a software analyst specializing in ambiguity detection in GitHub feature requests.
Carefully read the given statement. Extract any text segments containing Vagueness from the statement. Multiple segments may contain Vagueness. If ambiguous segments are found, return a list of tuples where: The first element of each tuple represents the reason why the extracted segment is ambiguous, and the second element is the extracted ambiguous text segment. Strictly make sure that each tuple's elements are enclosed in quotation marks. If no ambiguous segments are found, return ""No Defect Found"".
Statement: Request Number - 916 | Request Title - Allow to set and sync Contact Pictures | Request Description - Allow users to set their own contact picture and sync it to other TextSecure users. In contrast to WhatsApp, provide those pictures to the system contact list to be used in any app, including but not limited to TextSecure. Is this possible using a SyncAdapter ( #890 ) coupled with a ContentProvider?
####
Extracted Vagueness segment(s):"
18,5904-Signal,"Request Number - 5904 | Request Title - archived/blocked flags are not part of xml backup | Request Description - After importing messages from .xml backup, previously archived messages are all placed in main folder. Also 'blocked' flag is gone. I'm talking about only those messages that were part of the backup (probably already received messages and their flags are intact). I was expecting that 'archive' and 'blocked' flags are part of .xml backup. This is part of my backup (entries from one thread). For sure I've moved all messages from this number to archive and blocked the conversation. <sms protocol=""0"" address=""<cut>"" date=""<cut>"" type=""1"" subject=""null"" body=""<cut>"" toa=""null"" sc_toa=""null"" service_center=""null"" read=""1"" status=""-1"" locked=""0"" />  <sms protocol=""0"" address=""<cut>"" date=""<cut>"" type=""2"" subject=""null"" body=""<cut>"" toa=""null"" sc_toa=""null"" service_center=""null"" read=""1"" status=""-1"" locked=""0"" />  <sms protocol=""0"" address=""<cut>"" date=""<cut>"" type=""1"" subject=""null"" body=""<cut>"" toa=""null"" sc_toa=""null"" service_center=""null"" read=""1"" status=""-1"" locked=""0"" />  <sms protocol=""0"" address=""<cut>"" date=""<cut>"" type=""2"" subject=""null"" body=""<cut>"" toa=""null"" sc_toa=""null"" service_center=""null"" read=""1"" status=""-1"" locked=""0"" />  <sms protocol=""0"" address=""<cut>"" date=""<cut>"" type=""1"" subject=""null"" body=""<cut>"" toa=""null"" sc_toa=""null"" service_center=""null"" read=""1"" status=""-1"" locked=""0"" />  <sms protocol=""0"" address=""<cut>"" date=""<cut>"" type=""1"" subject=""null"" body=""<cut>"" toa=""null"" sc_toa=""null"" service_center=""null"" read=""1"" status=""-1"" locked=""0"" />  <sms protocol=""0"" address=""<cut>"" date=""<cut>"" type=""1"" subject=""null"" body=""<cut>"" toa=""null"" sc_toa=""null"" service_center=""null"" read=""1"" status=""-1"" locked=""0"" />  <sms protocol=""0"" address=""<cut>"" date=""<cut>"" type=""2"" subject=""null"" body=""<cut>"" toa=""null"" sc_toa=""null"" service_center=""null"" read=""1"" status=""-1"" locked=""0"" />  <sms protocol=""0"" address=""<cut>"" date=""<cut>"" type=""1"" subject=""null"" body=""<cut>"" toa=""null"" sc_toa=""null"" service_center=""null"" read=""1"" status=""-1"" locked=""0"" />",No Defect Found,Extracted Vagueness text segment(s): No Defect Found,,"Vagueness: a statement is considered vague if it admits borderline cases. A requirement is vague if it is not clear how to measure whether the requirement is fulfilled or not.
You are a software analyst specializing in ambiguity detection in GitHub feature requests.
Carefully read the given statement. Extract any text segments containing Vagueness from the statement. Multiple segments may contain Vagueness. If ambiguous segments are found, return a list of tuples where: The first element of each tuple represents the reason why the extracted segment is ambiguous, and the second element is the extracted ambiguous text segment. Strictly make sure that each tuple's elements are enclosed in quotation marks. If no ambiguous segments are found, return ""No Defect Found"".
Statement: Request Number - 5904 | Request Title - archived/blocked flags are not part of xml backup | Request Description - After importing messages from .xml backup, previously archived messages are all placed in main folder. Also 'blocked' flag is gone. I'm talking about only those messages that were part of the backup (probably already received messages and their flags are intact). I was expecting that 'archive' and 'blocked' flags are part of .xml backup. This is part of my backup (entries from one thread). For sure I've moved all messages from this number to archive and blocked the conversation. <sms protocol=""0"" address=""<cut>"" date=""<cut>"" type=""1"" subject=""null"" body=""<cut>"" toa=""null"" sc_toa=""null"" service_center=""null"" read=""1"" status=""-1"" locked=""0"" />  <sms protocol=""0"" address=""<cut>"" date=""<cut>"" type=""2"" subject=""null"" body=""<cut>"" toa=""null"" sc_toa=""null"" service_center=""null"" read=""1"" status=""-1"" locked=""0"" />  <sms protocol=""0"" address=""<cut>"" date=""<cut>"" type=""1"" subject=""null"" body=""<cut>"" toa=""null"" sc_toa=""null"" service_center=""null"" read=""1"" status=""-1"" locked=""0"" />  <sms protocol=""0"" address=""<cut>"" date=""<cut>"" type=""2"" subject=""null"" body=""<cut>"" toa=""null"" sc_toa=""null"" service_center=""null"" read=""1"" status=""-1"" locked=""0"" />  <sms protocol=""0"" address=""<cut>"" date=""<cut>"" type=""1"" subject=""null"" body=""<cut>"" toa=""null"" sc_toa=""null"" service_center=""null"" read=""1"" status=""-1"" locked=""0"" />  <sms protocol=""0"" address=""<cut>"" date=""<cut>"" type=""1"" subject=""null"" body=""<cut>"" toa=""null"" sc_toa=""null"" service_center=""null"" read=""1"" status=""-1"" locked=""0"" />  <sms protocol=""0"" address=""<cut>"" date=""<cut>"" type=""1"" subject=""null"" body=""<cut>"" toa=""null"" sc_toa=""null"" service_center=""null"" read=""1"" status=""-1"" locked=""0"" />  <sms protocol=""0"" address=""<cut>"" date=""<cut>"" type=""2"" subject=""null"" body=""<cut>"" toa=""null"" sc_toa=""null"" service_center=""null"" read=""1"" status=""-1"" locked=""0"" />  <sms protocol=""0"" address=""<cut>"" date=""<cut>"" type=""1"" subject=""null"" body=""<cut>"" toa=""null"" sc_toa=""null"" service_center=""null"" read=""1"" status=""-1"" locked=""0"" />
####
Extracted Vagueness segment(s):"
19,587-Signal,Request Number - 587 | Request Title - Support an 'invite friends' feature. | Request Description - How about having a handy link (and easily found) to allow users to share your app?,"['easily found)', 'handy']","Extracted Vagueness text segment(s): ['easily found)', 'handy']","[(""The term 'easily' is vague and cannot be empirically measured."", 'easily found)'), (""The terms associated with the word 'handy' are vague terms that cannot be empirically assessed."", 'handy')]","Vagueness: a statement is considered vague if it admits borderline cases. A requirement is vague if it is not clear how to measure whether the requirement is fulfilled or not.
You are a software analyst specializing in ambiguity detection in GitHub feature requests.
Carefully read the given statement. Extract any text segments containing Vagueness from the statement. Multiple segments may contain Vagueness. If ambiguous segments are found, return a list of tuples where: The first element of each tuple represents the reason why the extracted segment is ambiguous, and the second element is the extracted ambiguous text segment. Strictly make sure that each tuple's elements are enclosed in quotation marks. If no ambiguous segments are found, return ""No Defect Found"".
Statement: Request Number - 587 | Request Title - Support an 'invite friends' feature. | Request Description - How about having a handy link (and easily found) to allow users to share your app?
####
Extracted Vagueness segment(s):"
20,77-Signal,"Request Number - 77 | Request Title - Display all recipients for group thread. | Request Description - After creating a bulk message, the recipients are not easily listed anywhere. The contacts are listed, but after the first few it gets cut. you can check the details of each message sent but that's slow. Please make an option included in a bulk sms message with easily displays the currently included recipients. So I know who any future messages will be sent in bulk too. adding/removing people would be overkill.. but having a nice list would be awesome.","['easily', 'easily', 'nice list']","Extracted Vagueness text segment(s): ['easily', 'easily', 'nice list']","[(""The term 'easily' is a vague term that cannot be empirically measured, making it impossible to evaluate the success of fulfilling this requirement without additional clarification."", 'easily'), ('""Easily"" is vague and cannot be measured with any metric. ', 'easily'), ('""Nice"" is a vague term and cannot be measured using any metric. ', 'nice list')]","Vagueness: a statement is considered vague if it admits borderline cases. A requirement is vague if it is not clear how to measure whether the requirement is fulfilled or not.
You are a software analyst specializing in ambiguity detection in GitHub feature requests.
Carefully read the given statement. Extract any text segments containing Vagueness from the statement. Multiple segments may contain Vagueness. If ambiguous segments are found, return a list of tuples where: The first element of each tuple represents the reason why the extracted segment is ambiguous, and the second element is the extracted ambiguous text segment. Strictly make sure that each tuple's elements are enclosed in quotation marks. If no ambiguous segments are found, return ""No Defect Found"".
Statement: Request Number - 77 | Request Title - Display all recipients for group thread. | Request Description - After creating a bulk message, the recipients are not easily listed anywhere. The contacts are listed, but after the first few it gets cut. you can check the details of each message sent but that's slow. Please make an option included in a bulk sms message with easily displays the currently included recipients. So I know who any future messages will be sent in bulk too. adding/removing people would be overkill.. but having a nice list would be awesome.
####
Extracted Vagueness segment(s):"
21,83-Signal ,Request Number - 83 | Request Title - Better identity key synchronization | Request Description - No description provided.,['Better'],Extracted Vagueness text segment(s): ['Better'],"[(""'Better' is a vague term that cannot be empirically measured, and may also be ambiguous as to what attribute(s) is being examined."", 'Better')]","Vagueness: a statement is considered vague if it admits borderline cases. A requirement is vague if it is not clear how to measure whether the requirement is fulfilled or not.
You are a software analyst specializing in ambiguity detection in GitHub feature requests.
Carefully read the given statement. Extract any text segments containing Vagueness from the statement. Multiple segments may contain Vagueness. If ambiguous segments are found, return a list of tuples where: The first element of each tuple represents the reason why the extracted segment is ambiguous, and the second element is the extracted ambiguous text segment. Strictly make sure that each tuple's elements are enclosed in quotation marks. If no ambiguous segments are found, return ""No Defect Found"".
Statement: Request Number - 83 | Request Title - Better identity key synchronization | Request Description - No description provided.
####
Extracted Vagueness segment(s):"
22,4333-Signal,Request Number - 4333 | Request Title - allow direct sharing to contacts via 6.0 ChooserTargetService | Request Description - https://developer.android.com/reference/android/service/chooser/ChooserTargetService.html,No Defect Found,Extracted Vagueness text segment(s): No Defect Found,,"Vagueness: a statement is considered vague if it admits borderline cases. A requirement is vague if it is not clear how to measure whether the requirement is fulfilled or not.
You are a software analyst specializing in ambiguity detection in GitHub feature requests.
Carefully read the given statement. Extract any text segments containing Vagueness from the statement. Multiple segments may contain Vagueness. If ambiguous segments are found, return a list of tuples where: The first element of each tuple represents the reason why the extracted segment is ambiguous, and the second element is the extracted ambiguous text segment. Strictly make sure that each tuple's elements are enclosed in quotation marks. If no ambiguous segments are found, return ""No Defect Found"".
Statement: Request Number - 4333 | Request Title - allow direct sharing to contacts via 6.0 ChooserTargetService | Request Description - https://developer.android.com/reference/android/service/chooser/ChooserTargetService.html
####
Extracted Vagueness segment(s):"
23,175-Signal,"Request Number - 175 | Request Title - Featue Request: Quick way to wipe message database | Request Description - Say for some reason you're being coerced with force to disclose your password, could you make a quick way (say a button combo + confirm dialogue) to wipe the text message database?",No Defect Found,Extracted Vagueness text segment(s): No Defect Found,,"Vagueness: a statement is considered vague if it admits borderline cases. A requirement is vague if it is not clear how to measure whether the requirement is fulfilled or not.
You are a software analyst specializing in ambiguity detection in GitHub feature requests.
Carefully read the given statement. Extract any text segments containing Vagueness from the statement. Multiple segments may contain Vagueness. If ambiguous segments are found, return a list of tuples where: The first element of each tuple represents the reason why the extracted segment is ambiguous, and the second element is the extracted ambiguous text segment. Strictly make sure that each tuple's elements are enclosed in quotation marks. If no ambiguous segments are found, return ""No Defect Found"".
Statement: Request Number - 175 | Request Title - Featue Request: Quick way to wipe message database | Request Description - Say for some reason you're being coerced with force to disclose your password, could you make a quick way (say a button combo + confirm dialogue) to wipe the text message database?
####
Extracted Vagueness segment(s):"
24,6031-Signal,Request Number - 6031 | Request Title - Fingerprint unlock | Request Description - Please add fingerprint support for unlocking the app as an alternative to passphrase,No Defect Found,Extracted Vagueness text segment(s): No Defect Found,,"Vagueness: a statement is considered vague if it admits borderline cases. A requirement is vague if it is not clear how to measure whether the requirement is fulfilled or not.
You are a software analyst specializing in ambiguity detection in GitHub feature requests.
Carefully read the given statement. Extract any text segments containing Vagueness from the statement. Multiple segments may contain Vagueness. If ambiguous segments are found, return a list of tuples where: The first element of each tuple represents the reason why the extracted segment is ambiguous, and the second element is the extracted ambiguous text segment. Strictly make sure that each tuple's elements are enclosed in quotation marks. If no ambiguous segments are found, return ""No Defect Found"".
Statement: Request Number - 6031 | Request Title - Fingerprint unlock | Request Description - Please add fingerprint support for unlocking the app as an alternative to passphrase
####
Extracted Vagueness segment(s):"
25,4230-Signal,Request Number - 4230 | Request Title - Auto-split oversized texts | Request Description - Feature Request: Auto-split oversized texts over multiple messages. At the moment they will be truncated. (Telegram messenger auto-splits oversized texts into multiple messages.),No Defect Found,Extracted Vagueness text segment(s): No Defect Found,,"Vagueness: a statement is considered vague if it admits borderline cases. A requirement is vague if it is not clear how to measure whether the requirement is fulfilled or not.
You are a software analyst specializing in ambiguity detection in GitHub feature requests.
Carefully read the given statement. Extract any text segments containing Vagueness from the statement. Multiple segments may contain Vagueness. If ambiguous segments are found, return a list of tuples where: The first element of each tuple represents the reason why the extracted segment is ambiguous, and the second element is the extracted ambiguous text segment. Strictly make sure that each tuple's elements are enclosed in quotation marks. If no ambiguous segments are found, return ""No Defect Found"".
Statement: Request Number - 4230 | Request Title - Auto-split oversized texts | Request Description - Feature Request: Auto-split oversized texts over multiple messages. At the moment they will be truncated. (Telegram messenger auto-splits oversized texts into multiple messages.)
####
Extracted Vagueness segment(s):"
26,222-Signal,"Request Number - 222 | Request Title - Feature: Blocking | Request Description - Blocking by user-specified phone number, via something like an email filter rule where the messages from the number are deleted upon receipt and no notification is given.",No Defect Found,Extracted Vagueness text segment(s): No Defect Found,,"Vagueness: a statement is considered vague if it admits borderline cases. A requirement is vague if it is not clear how to measure whether the requirement is fulfilled or not.
You are a software analyst specializing in ambiguity detection in GitHub feature requests.
Carefully read the given statement. Extract any text segments containing Vagueness from the statement. Multiple segments may contain Vagueness. If ambiguous segments are found, return a list of tuples where: The first element of each tuple represents the reason why the extracted segment is ambiguous, and the second element is the extracted ambiguous text segment. Strictly make sure that each tuple's elements are enclosed in quotation marks. If no ambiguous segments are found, return ""No Defect Found"".
Statement: Request Number - 222 | Request Title - Feature: Blocking | Request Description - Blocking by user-specified phone number, via something like an email filter rule where the messages from the number are deleted upon receipt and no notification is given.
####
Extracted Vagueness segment(s):"
27,6069-Signal,"Request Number - 6069 | Request Title - Unread notification badges do not work on Huawei EMUI | Request Description - I have:   searched open and closed issues for duplicates  read https://github.com/WhisperSystems/Signal-Android/wiki/Submitting-useful-bug-reports  Bug description. I've installed Signal on a Honor 8 (made by Huawei) with EMUI 4.1 (Android 6.0). I've noticed that Signal receives notifications on new messages and they are also listed in the notification area, but the unread notifications badge on the app icon on the home screen is not shown. In Signal support articles there is mentioned, that badge icons are supported for some launchers, see https://support.whispersystems.org/hc/en-us/articles/215766077-How-can-I-see-my-unread-badge-count-What-launcher-should-I-use- So far I could not find out if this is a Signal or EMUI problem, but Threema and Conversations show the notification badges. Device info. Device: Honor 8 Android version: 6.0 Signal version: 3.26.2",No Defect Found,Extracted Vagueness text segment(s): No Defect Found,,"Vagueness: a statement is considered vague if it admits borderline cases. A requirement is vague if it is not clear how to measure whether the requirement is fulfilled or not.
You are a software analyst specializing in ambiguity detection in GitHub feature requests.
Carefully read the given statement. Extract any text segments containing Vagueness from the statement. Multiple segments may contain Vagueness. If ambiguous segments are found, return a list of tuples where: The first element of each tuple represents the reason why the extracted segment is ambiguous, and the second element is the extracted ambiguous text segment. Strictly make sure that each tuple's elements are enclosed in quotation marks. If no ambiguous segments are found, return ""No Defect Found"".
Statement: Request Number - 6069 | Request Title - Unread notification badges do not work on Huawei EMUI | Request Description - I have:   searched open and closed issues for duplicates  read https://github.com/WhisperSystems/Signal-Android/wiki/Submitting-useful-bug-reports  Bug description. I've installed Signal on a Honor 8 (made by Huawei) with EMUI 4.1 (Android 6.0). I've noticed that Signal receives notifications on new messages and they are also listed in the notification area, but the unread notifications badge on the app icon on the home screen is not shown. In Signal support articles there is mentioned, that badge icons are supported for some launchers, see https://support.whispersystems.org/hc/en-us/articles/215766077-How-can-I-see-my-unread-badge-count-What-launcher-should-I-use- So far I could not find out if this is a Signal or EMUI problem, but Threema and Conversations show the notification badges. Device info. Device: Honor 8 Android version: 6.0 Signal version: 3.26.2
####
Extracted Vagueness segment(s):"
28,152-Mastodon,"Request Number - 152 | Request Title - Display MD lists correctly | Request Description - I'm using the Mastodon app with my profile on mstdn.social which supports Markdown toots. Unfortunately, the Mastodon app isn't able to display MD lists correctly. Instead of putting each list item into a new line, it shrinks the complete list into a single line:  For comparison: Tusky is perfectly capable of at least inserting line breaks:",No Defect Found,Extracted Vagueness text segment(s): No Defect Found,,"Vagueness: a statement is considered vague if it admits borderline cases. A requirement is vague if it is not clear how to measure whether the requirement is fulfilled or not.
You are a software analyst specializing in ambiguity detection in GitHub feature requests.
Carefully read the given statement. Extract any text segments containing Vagueness from the statement. Multiple segments may contain Vagueness. If ambiguous segments are found, return a list of tuples where: The first element of each tuple represents the reason why the extracted segment is ambiguous, and the second element is the extracted ambiguous text segment. Strictly make sure that each tuple's elements are enclosed in quotation marks. If no ambiguous segments are found, return ""No Defect Found"".
Statement: Request Number - 152 | Request Title - Display MD lists correctly | Request Description - I'm using the Mastodon app with my profile on mstdn.social which supports Markdown toots. Unfortunately, the Mastodon app isn't able to display MD lists correctly. Instead of putting each list item into a new line, it shrinks the complete list into a single line:  For comparison: Tusky is perfectly capable of at least inserting line breaks:
####
Extracted Vagueness segment(s):"
29,1819-Signal,"Request Number - 1819 | Request Title - Request - UI : Sliding pannel & option.  | Request Description - Hello, I believe that  there is a non-sense in the UI with a sliding panel on the left and a ""regular"" menu. In my sense they should be only one, 2 way to access the ""option"" is confusing. One thing could be that the sliding menu and the option button could trigger the slide. Regards,",No Defect Found,Extracted Vagueness text segment(s): No Defect Found,,"Vagueness: a statement is considered vague if it admits borderline cases. A requirement is vague if it is not clear how to measure whether the requirement is fulfilled or not.
You are a software analyst specializing in ambiguity detection in GitHub feature requests.
Carefully read the given statement. Extract any text segments containing Vagueness from the statement. Multiple segments may contain Vagueness. If ambiguous segments are found, return a list of tuples where: The first element of each tuple represents the reason why the extracted segment is ambiguous, and the second element is the extracted ambiguous text segment. Strictly make sure that each tuple's elements are enclosed in quotation marks. If no ambiguous segments are found, return ""No Defect Found"".
Statement: Request Number - 1819 | Request Title - Request - UI : Sliding pannel & option.  | Request Description - Hello, I believe that  there is a non-sense in the UI with a sliding panel on the left and a ""regular"" menu. In my sense they should be only one, 2 way to access the ""option"" is confusing. One thing could be that the sliding menu and the option button could trigger the slide. Regards,
####
Extracted Vagueness segment(s):"
